OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,BRANCH_ID,EMPLYEE_RATING
O018544,50,E013331,B001,5
O018545,11,E013486,B001,5
O018547,24,E005685,B001,5
O018555,11,E012340,B001,5
O018562,45,E010255,B001,5
O018566,41,E010375,B001,5
O018570,24,E014648,B001,5
O018573,14,E009344,B001,5
O018574,26,E010765,B001,3
O018576,31,E008691,B001,5
O018578,48,E011155,B001,5
O018580,17,E006530,B001,5
O018582,4,E012174,B001,1
O018583,11,E010804,B001,5
O018584,34,E003492,B001,2
O018587,2,E013280,B001,5
O018591,30,E006724,B001,3
O018593,6,E008128,B001,5
O018599,29,E003792,B001,5
O018601,6,E003372,B001,5
O018607,43,E011657,B001,5
O018609,20,E002659,B001,4
O018612,21,E003056,B001,3
O018614,44,E011362,B001,5
O018618,10,E000733,B001,5
O018621,20,E010191,B001,2
O018624,29,E009486,B001,1
O018626,16,E008568,B001,2
O018631,44,E005884,B001,5
O018632,5,E009832,B001,5
O018633,21,E007469,B001,3
O018634,21,E000563,B001,5
O018635,16,E005966,B001,5
O018636,2,E004554,B001,5
O018637,14,E012669,B001,5
O018640,30,E013631,B001,3
O018641,29,E000807,B001,2
O018642,37,E013144,B001,5
O018646,29,E013936,B001,5
O018647,22,E013668,B001,2
O018648,36,E013106,B001,5
O018653,21,E005073,B001,5
O018654,28,E001977,B001,5
O018662,38,E014965,B001,5
O018663,43,E003435,B001,5
O018665,48,E006553,B001,5
O018670,50,E014348,B001,5
O018676,2,E008385,B001,5
O018678,2,E008415,B001,1
O018679,17,E001230,B001,5
O018680,2,E007730,B001,3
O018682,2,E000244,B001,2
O018686,43,E014786,B001,5
O018690,50,E006906,B001,3
O018692,10,E003129,B001,5
O018696,28,E003681,B001,5
O018697,50,E002261,B001,4
O018708,5,E009759,B001,5
O018709,41,E011176,B001,5
O018710,28,E002583,B001,5
O018711,15,E005708,B001,4
O018712,23,E012985,B001,4
O018722,6,E004435,B001,4
O018724,7,E011567,B001,4
O018725,41,E012822,B001,5
O018728,15,E005592,B001,5
O018729,23,E012443,B001,5
O018730,20,E007221,B001,5
O018731,20,E010365,B001,5
O018734,30,E004973,B001,5
O018739,14,E011225,B001,5
O018741,26,E001489,B001,4
O018742,17,E006378,B001,5
O018747,35,E005018,B001,5
O018750,15,E010940,B001,5
O018754,45,E003680,B001,5
O018758,3,E002912,B001,5
O018759,49,E001451,B001,5
O018761,16,E004654,B001,3
O018762,14,E003389,B001,5
O018764,23,E006422,B001,5
O018767,6,E001996,B001,3
O018776,48,E002385,B001,5
O018779,13,E009499,B001,5
O018782,15,E001845,B001,5
O018783,16,E008804,B001,5
O018791,6,E009976,B001,5
O018795,37,E010063,B001,5
O018796,48,E008275,B001,5
O018806,44,E011392,B001,5
O018807,34,E010607,B001,2
O018809,12,E003028,B001,5
O018810,26,E004625,B001,4
O018812,16,E007268,B001,5
O018813,36,E007165,B001,5
O018814,26,E001506,B001,3
O018816,13,E001743,B001,1
O018818,10,E008392,B001,5
O018819,2,E003311,B001,3
O018821,25,E014858,B001,2
O018825,34,E005168,B001,5
O018826,50,E004100,B001,4
O018828,21,E007988,B001,2
O018832,5,E002873,B001,5
O018833,45,E007250,B001,5
O018837,34,E006902,B001,1
O018838,11,E012911,B001,5
O018840,34,E001119,B001,5
O018842,39,E000153,B001,5
O018846,48,E004211,B001,5
O018853,39,E001348,B001,5
O018854,22,E002405,B001,5
O018856,42,E001337,B001,5
O018870,21,E000868,B001,1
O018873,18,E013102,B001,2
O018874,49,E000272,B001,5
O018876,35,E002276,B001,5
O018877,39,E008015,B001,1
O018882,19,E007727,B001,5
O018886,33,E011487,B001,2
O018888,39,E006197,B001,5
O018909,29,E011266,B001,5
O018912,2,E009524,B001,5
O018913,49,E006492,B001,5
O018917,5,E005548,B001,5
O018925,1,E002764,B001,5
O018931,43,E001607,B001,5
O018937,14,E004112,B001,5
O018939,29,E004862,B001,5
O018942,6,E011071,B001,5
O018943,18,E011450,B001,3
O018948,2,E005322,B001,5
O018951,41,E009416,B001,5
O018953,38,E005891,B001,5
O018955,21,E001570,B001,4
O018956,14,E007998,B001,3
O018959,18,E012677,B001,5
O018961,17,E009019,B001,5
O018964,44,E008562,B001,5
O018965,3,E007930,B001,5
O018971,27,E014736,B001,1
O018973,14,E014086,B001,5
O018974,42,E000738,B001,5
O018975,18,E013028,B001,5
O018976,38,E009154,B001,5
O018978,42,E008829,B001,4
O018979,39,E006912,B001,5
O018986,24,E010358,B001,3
O018988,40,E007552,B001,2
O018989,46,E005712,B001,5
O018990,45,E011936,B001,1
O018991,14,E012602,B001,4
O018994,49,E002488,B001,3
O018995,46,E001093,B001,5
O018996,46,E013503,B001,5
O018997,35,E007129,B001,5
O019002,3,E005066,B001,5
O019003,17,E011525,B001,5
O019004,8,E009508,B001,5
O019006,1,E003602,B001,5
O019008,39,E012507,B001,5
O019014,12,E000938,B001,5
O019022,17,E004682,B001,5
O019026,41,E003802,B001,2
O019030,47,E004124,B001,5
O019033,24,E008609,B001,5
O019035,26,E008414,B001,3
O019038,30,E004620,B001,1
O019040,15,E001085,B001,5
O019041,41,E011055,B001,5
O019042,47,E004463,B001,5
O019044,8,E004553,B001,5
O019045,8,E000867,B001,5
O019049,38,E010655,B001,5
O019053,1,E006325,B001,5
O019055,19,E014277,B001,5
O019060,25,E003600,B001,3
O019064,21,E013570,B001,5
O019066,13,E001363,B001,5
O019067,8,E014357,B001,5
O019069,28,E008010,B001,5
O019074,8,E009577,B001,5
O019075,48,E014958,B001,5
O019080,32,E008768,B001,5
O019081,17,E004175,B001,5
O019087,38,E004979,B001,5
O019088,15,E002227,B001,3
O019098,3,E005727,B001,5
O019101,29,E013304,B001,5
O019102,35,E008120,B001,5
O019104,24,E011996,B001,5
O019108,9,E001363,B001,5
O019109,47,E005098,B001,2
O019110,16,E013589,B001,5
O019122,38,E000253,B001,5
O019123,5,E006623,B001,5
O019129,2,E004099,B001,5
O019134,6,E006989,B001,5
O019136,50,E008511,B001,5
O019140,10,E012185,B001,5
O019144,9,E013935,B001,5
O019149,48,E001779,B001,3
O019154,7,E014229,B001,2
O019157,41,E011835,B001,5
O019159,20,E013469,B001,1
O019160,21,E008485,B001,3
O019164,28,E013932,B001,3
O019166,50,E014384,B001,4
O019168,44,E009005,B001,2
O019169,15,E014519,B001,5
O019173,11,E006875,B001,5
O019178,24,E014095,B001,1
O019179,37,E013641,B001,5
O019180,49,E007623,B001,5
O019181,2,E000308,B001,1
O019183,21,E009833,B001,5
O019184,4,E001731,B001,5
O019187,41,E012868,B001,5
O019197,24,E005738,B001,5
O019198,3,E008970,B001,1
O019199,34,E012254,B001,5
O019213,30,E011742,B001,5
O019217,25,E007469,B001,5
O019218,2,E007039,B001,5
O019220,24,E002885,B001,5
O019226,25,E014422,B001,5
O019227,19,E001773,B001,1
O019229,4,E009211,B001,2
O019233,25,E011046,B001,5
O019237,50,E008732,B001,4
O019244,23,E010570,B001,2
O019247,11,E014681,B001,5
O019251,19,E010490,B001,5
O019252,39,E014444,B001,5
O019258,24,E007965,B001,5
O019260,19,E005936,B001,5
O019262,37,E006404,B001,5
O019263,7,E011968,B001,5
O019266,30,E008745,B001,5
O019269,32,E010313,B001,4
O019274,16,E010757,B001,5
O019276,39,E009740,B001,5
O019287,49,E012068,B001,5
O019288,30,E000881,B001,5
O019290,3,E010463,B001,5
O019293,26,E013744,B001,5
O019295,21,E013973,B001,5
O019296,23,E010470,B001,1
O019299,45,E008833,B001,5
O019300,11,E000156,B001,5
O019301,28,E014640,B001,5
O019304,2,E000276,B001,5
O019305,21,E004314,B001,1
O019307,10,E008773,B001,5
O019308,45,E009141,B001,5
O019309,37,E009879,B001,5
O019314,27,E001082,B001,5
O019316,29,E007917,B001,5
O019317,47,E009745,B001,5
O019320,2,E004453,B001,5
O019321,17,E005851,B001,5
O019323,42,E005150,B001,4
O019326,36,E011675,B001,5
O019327,2,E000559,B001,5
O019333,34,E012063,B001,4
O019336,38,E008068,B001,5
O019339,11,E001171,B001,5
O019342,35,E006941,B001,5
O019345,34,E008320,B001,5
O019346,49,E013811,B001,5
O019347,45,E005046,B001,3
O019350,49,E011604,B001,5
O019351,10,E001860,B001,5
O019352,19,E006173,B001,3
O019353,14,E004801,B001,2
O019355,47,E003742,B001,1
O019359,5,E007414,B001,5
O019362,7,E013580,B001,5
O019363,30,E010367,B001,2
O019365,31,E013447,B001,5
O019370,46,E002918,B001,5
O019372,24,E007395,B001,2
O019373,33,E002511,B001,5
O019375,28,E012820,B001,5
O019377,37,E002615,B001,4
O019379,46,E001480,B001,5
O019390,50,E005010,B001,4
O019393,9,E009280,B001,5
O019405,45,E004399,B001,5
O019409,7,E010336,B001,1
O019411,38,E008563,B001,5
O019412,37,E014090,B001,5
O019414,28,E012491,B001,5
O019416,12,E006146,B001,5
O019418,39,E013003,B001,5
O019419,6,E000490,B001,5
O019420,5,E013590,B001,5
O019427,40,E008064,B001,5
O019428,33,E001920,B001,5
O019429,42,E004477,B001,5
O019435,14,E007273,B001,5
O019439,41,E000676,B001,4
O019444,10,E010827,B001,5
O019445,35,E002180,B001,5
O019446,5,E007531,B001,4
O019454,31,E007205,B001,5
O019461,28,E005076,B001,5
O019465,6,E001294,B001,2
O019469,34,E013887,B001,5
O019480,48,E008072,B001,5
O019482,18,E013462,B001,5
O019484,2,E000546,B001,4
O019488,5,E011595,B001,5
O019489,34,E001939,B001,5
O019491,41,E003271,B001,5
O019499,36,E009449,B001,5
O019500,27,E004896,B001,5
O019501,39,E010185,B001,5
O019502,41,E012476,B001,4
O019503,12,E000576,B001,5
O019506,15,E008175,B001,5
O019508,30,E004304,B001,2
O019522,7,E000648,B001,5
O019526,23,E007581,B001,1
O019528,20,E001445,B001,5
O019530,31,E012659,B001,5
O019534,7,E012173,B001,5
O019535,24,E004530,B001,5
O019537,25,E004933,B001,5
O019538,14,E007508,B001,5
O019540,34,E006700,B001,5
O019541,42,E005656,B001,2
O019542,23,E014212,B001,1
O019544,41,E003374,B001,5
O019551,17,E009116,B001,5
O019552,27,E006148,B001,5
O019553,24,E009384,B001,5
O019556,18,E008565,B001,5
O019557,34,E002459,B001,2
O019561,29,E011369,B001,5
O019563,25,E007327,B001,5
O019566,18,E011806,B001,5
O019568,18,E001109,B001,5
O019572,28,E012060,B001,5
O019575,32,E002964,B001,5
O019576,4,E013785,B001,5
O019580,27,E011361,B001,3
O019583,12,E004762,B001,4
O019591,37,E000743,B001,5
O019595,17,E004669,B001,2
O019598,10,E014644,B001,2
O019599,13,E014958,B001,3
O019601,12,E013049,B001,5
O019602,27,E005128,B001,5
O019603,12,E000326,B001,5
O019604,35,E004696,B001,1
O019613,2,E000204,B001,5
O019616,46,E007007,B001,5
O019618,18,E005287,B001,2
O019620,40,E009237,B001,5
O019626,23,E000035,B001,5
O019628,49,E005815,B001,5
O019631,21,E013240,B001,5
O019635,11,E008280,B001,5
O019637,41,E013826,B001,4
O019638,22,E008625,B001,3
O019639,23,E002032,B001,5
O019641,30,E008822,B001,5
O019645,29,E010983,B001,5
O019648,32,E000683,B001,5
O019649,16,E002236,B001,5
O019653,21,E001895,B001,5
O019655,33,E005074,B001,1
O019657,8,E013559,B001,3
O019662,29,E004412,B001,5
O019667,33,E011011,B001,2
O019670,29,E007454,B001,5
O019671,7,E009508,B001,5
O019672,2,E002903,B001,5
O019675,33,E005536,B001,5
O019676,4,E010497,B001,5
O019679,11,E009378,B001,5
O019685,5,E004544,B001,2
O019688,50,E003836,B001,5
O019690,34,E003355,B001,3
O019693,43,E001725,B001,5
O019698,17,E012397,B001,1
O019701,33,E011096,B001,5
O019708,17,E009715,B001,5
O019715,13,E006342,B001,1
O019716,14,E007979,B001,5
O019718,28,E014300,B001,3
O019720,42,E011905,B001,5
O019723,4,E000524,B001,2
O019724,43,E014351,B001,3
O019729,18,E002938,B001,5
O019731,49,E010042,B001,5
O019737,36,E000246,B001,5
O019738,36,E011633,B001,5
O019748,41,E001147,B001,3
O019750,34,E004067,B001,5
O019751,30,E010943,B001,1
O019754,9,E002740,B001,5
O019757,26,E001107,B001,5
O019758,1,E012819,B001,5
O019759,40,E013729,B001,5
O019761,5,E013643,B001,5
O019762,20,E004982,B001,2
O019766,42,E001900,B001,5
O019771,35,E008626,B001,1
O019775,22,E009121,B001,5
O019776,7,E003085,B001,5
O019780,35,E007453,B001,5
O019781,21,E006122,B001,5
O019789,36,E005381,B001,1
O019792,22,E012909,B001,5
O019808,22,E010317,B001,4
O019819,20,E002239,B001,5
O019820,46,E010530,B001,5
O019828,44,E001510,B001,5
O019831,45,E003836,B001,5
O019832,28,E000507,B001,2
O019834,25,E007424,B001,5
O019838,12,E004042,B001,5
O019839,21,E003242,B001,5
O019840,39,E002310,B001,2
O019841,23,E010586,B001,2
O019851,1,E006222,B001,5
O019852,42,E011219,B001,3
O019853,12,E006838,B001,5
O019854,4,E007463,B001,5
O019855,28,E008141,B001,5
O019857,48,E009266,B001,5
O019861,43,E009088,B001,5
O019876,1,E012585,B001,5
O019877,28,E001615,B001,2
O019882,50,E011284,B001,5
O019883,21,E008023,B001,5
O019884,16,E007754,B001,5
O019888,6,E014471,B001,5
O019892,21,E012792,B001,2
O019905,3,E011642,B001,3
O019908,17,E008941,B001,3
O019910,3,E010955,B001,5
O019915,50,E014346,B001,4
O019932,29,E001216,B001,5
O019939,40,E012541,B001,5
O019940,17,E010260,B001,1
O019941,12,E011321,B001,4
O019947,15,E006084,B001,5
O019950,23,E014732,B001,5
O019951,48,E001648,B001,1
O019953,39,E010654,B001,5
O019955,36,E011063,B001,5
O019956,7,E004686,B001,5
O019957,22,E006987,B001,5
O019959,37,E005345,B001,1
O019966,4,E004430,B001,5
O019967,43,E011594,B001,5
O019976,8,E008398,B001,5
O019978,23,E003359,B001,5
O019981,46,E013451,B001,5
O019983,41,E002337,B001,5
O019984,5,E007502,B001,5
O019986,35,E012886,B001,5
O019992,10,E007861,B001,5
O019995,3,E009644,B001,4
O019996,48,E011927,B001,5
O019999,26,E007070,B001,1
O020001,12,E008406,B001,5
O020003,29,E008323,B001,3
O020004,30,E012994,B001,1
O020009,6,E002794,B001,5
O020016,17,E009666,B001,5
O020017,43,E007744,B001,4
O020021,3,E002244,B001,5
O020023,13,E014352,B001,5
O020027,40,E012120,B001,4
O020031,36,E009907,B001,5
O020032,40,E004344,B001,5
O020034,42,E010033,B001,5
O020035,25,E005913,B001,5
O020037,3,E013263,B001,5
O020040,31,E005535,B001,5
O020045,47,E013813,B001,5
O020046,35,E002502,B001,3
O020053,27,E002514,B001,5
O020056,16,E002125,B001,5
O020058,47,E006022,B001,5
O020060,26,E008776,B001,5
O020062,38,E001083,B001,3
O020072,21,E014639,B001,5
O020073,31,E007873,B001,3
O020077,1,E002588,B001,5
O020078,21,E005985,B001,5
O020080,1,E010735,B001,5
O020081,21,E004722,B001,3
O020083,18,E000852,B001,5
O020086,16,E000143,B001,1
O020088,16,E006154,B001,1
O020095,47,E000362,B001,5
O020099,9,E007760,B001,4
O020102,12,E005237,B001,5
O020104,1,E013114,B001,5
O020106,28,E005468,B001,5
O020111,6,E008389,B001,5
O020112,37,E000092,B001,2
O020115,31,E008821,B001,5
O020119,4,E001705,B001,5
O020124,29,E012033,B001,5
O020126,1,E010850,B001,5
O020129,16,E001971,B001,5
O020130,5,E006253,B001,5
O020133,7,E000502,B001,5
O020135,31,E008596,B001,5
O020139,49,E013722,B001,5
O020140,15,E014964,B001,1
O020141,12,E014020,B001,3
O020148,1,E003194,B001,5
O020149,14,E004433,B001,5
O020151,37,E009043,B001,5
O020154,24,E004625,B001,1
O020155,46,E002841,B001,5
O020156,44,E000841,B001,5
O020158,24,E010970,B001,5
O020159,6,E007089,B001,5
O020163,48,E011625,B001,5
O020164,41,E006254,B001,5
O020166,18,E002616,B001,3
O020167,24,E010440,B001,5
O020169,20,E008330,B001,5
O020172,19,E000844,B001,5
O020175,36,E004097,B001,5
O020188,13,E001961,B001,4
O020189,36,E001373,B001,3
O020192,21,E001425,B001,5
O020194,16,E003018,B001,5
O020201,30,E001813,B001,5
O020213,5,E011332,B001,5
O020224,7,E005489,B001,5
O020226,9,E005535,B001,5
O020231,50,E001605,B001,4
O020234,12,E003957,B001,3
O020235,4,E004625,B001,5
O020237,47,E001504,B001,5
O020238,22,E001438,B001,5
O020242,10,E000942,B001,5
O020245,30,E012737,B001,5
O020247,32,E003930,B001,2
O020249,19,E002807,B001,3
O020250,13,E006529,B001,2
O020258,34,E000796,B001,4
O020261,1,E004656,B001,5
O020267,45,E008211,B001,5
O020272,32,E008836,B001,1
O020275,24,E006998,B001,3
O020277,37,E013735,B001,5
O020283,45,E004619,B001,5
O020290,32,E002179,B001,5
O020291,14,E011337,B001,5
O020292,45,E006774,B001,1
O020301,16,E000043,B001,5
O020305,41,E002520,B001,5
O020306,6,E000041,B001,1
O020309,48,E009242,B001,5
O020310,5,E007357,B001,5
O020312,39,E000105,B001,2
O020317,34,E003120,B001,5
O020322,37,E011157,B001,5
O020324,35,E006072,B001,5
O020326,22,E004104,B001,5
O020330,4,E007705,B001,5
O020334,39,E008557,B001,5
O020336,12,E007695,B001,5
O020337,42,E005269,B001,5
O020343,10,E005364,B001,5
O020348,43,E014633,B001,1
O020350,35,E011570,B001,1
O020351,44,E000122,B001,5
O020352,2,E005705,B001,5
O020362,16,E012751,B001,5
O020364,40,E014206,B001,5
O020371,46,E000851,B001,5
O020372,25,E003416,B001,3
O020374,18,E012911,B001,5
O020376,31,E004316,B001,5
O020379,37,E012488,B001,3
O020385,3,E006791,B001,1
O020386,36,E007214,B001,4
O020389,46,E014170,B001,5
O020396,6,E009970,B001,5
O020409,13,E004141,B001,5
O020412,39,E014505,B001,5
O020413,26,E000468,B001,3
O020414,45,E006743,B001,4
O020419,36,E000805,B001,5
O020420,38,E000808,B001,2
O020421,1,E013476,B001,5
O020422,21,E008098,B001,5
O020424,37,E007561,B001,5
O020425,49,E010039,B001,5
O020429,45,E011036,B001,5
O020430,46,E006347,B001,5
O020431,27,E012227,B001,5
O020433,14,E003662,B001,5
O020434,25,E012107,B001,5
O020435,42,E012584,B001,5
O020437,3,E010003,B001,5
O020439,1,E014495,B001,5
O020442,42,E014500,B001,5
O020450,43,E003641,B001,1
O020452,24,E008417,B001,5
O020456,27,E014972,B001,2
O020463,7,E002920,B001,5
O020465,16,E006843,B001,5
O020467,1,E014737,B001,5
O020468,41,E006627,B001,5
O020471,42,E009441,B001,5
O020474,49,E000063,B001,5
O020475,37,E011804,B001,5
O020478,27,E009788,B001,5
O020480,20,E005063,B001,5
O020482,7,E009719,B001,2
O020483,13,E007711,B001,5
O020492,38,E000745,B001,4
O020493,19,E000608,B001,5
O020494,48,E004953,B001,5
O020496,44,E010118,B001,5
O020503,24,E002601,B001,4
O020506,32,E013136,B001,5
O020507,41,E014394,B001,5
O020508,49,E010355,B001,5
O020511,44,E012700,B001,5
O020513,49,E005010,B001,5
O020514,33,E012378,B001,5
O020515,7,E002446,B001,2
O020524,50,E009207,B001,5
O020525,29,E002823,B001,1
O020527,20,E009421,B001,1
O020529,35,E008729,B001,5
O020530,16,E009504,B001,5
O020535,26,E007533,B001,2
O020539,15,E010988,B001,5
O020542,33,E004547,B001,5
O020546,12,E002484,B001,5
O020547,28,E008107,B001,5
O020551,29,E002575,B001,1
O020552,17,E012979,B001,5
O020559,46,E006618,B001,5
O020561,3,E001784,B001,5
O020563,42,E006092,B001,2
O020565,22,E008487,B001,3
O020566,48,E013311,B001,5
O020568,48,E011620,B001,2
O020569,32,E011670,B001,5
O020572,31,E013837,B001,5
O020577,22,E012156,B001,5
O020582,30,E003703,B001,5
O020585,48,E012500,B001,5
O020591,2,E002753,B001,5
O020596,29,E000637,B001,5
O020598,16,E014837,B001,5
O020599,4,E003300,B001,3
O020600,50,E006581,B001,1
O020605,17,E008642,B001,3
O020607,18,E014118,B001,4
O020611,30,E012943,B001,5
O020612,20,E010894,B001,2
O020617,20,E008220,B001,5
O020621,6,E004593,B001,5
O020622,18,E007993,B001,5
O020623,5,E003148,B001,4
O020624,43,E006014,B001,5
O020628,37,E004373,B001,5
O020629,6,E009446,B001,5
O020630,15,E008433,B001,1
O020632,9,E005348,B001,5
O020633,14,E009692,B001,5
O020634,9,E009489,B001,5
O020642,28,E009627,B001,5
O020643,9,E014667,B001,5
O020646,24,E001864,B001,5
O020647,40,E004661,B001,5
O020650,5,E005632,B001,1
O020653,32,E013650,B001,5
O020659,39,E008224,B001,5
O020661,13,E014893,B001,5
O020663,17,E002897,B001,4
O020664,13,E010143,B001,5
O020666,4,E008502,B001,5
O020671,45,E007334,B001,5
O020673,49,E006592,B001,5
O020675,40,E005564,B001,3
O020676,34,E005259,B001,4
O020678,48,E004168,B001,5
O020684,6,E006920,B001,5
O020690,50,E004463,B001,5
O020692,32,E005115,B001,5
O020694,46,E000902,B001,5
O020696,29,E007742,B001,5
O020698,10,E007399,B001,5
O020704,19,E010682,B001,5
O020708,44,E003977,B001,5
O020710,45,E008360,B001,5
O020712,29,E002494,B001,5
O020716,32,E012979,B001,2
O020717,2,E000213,B001,5
O020722,30,E001795,B001,3
O020728,32,E004876,B001,5
O020731,43,E007084,B001,5
O020732,7,E007840,B001,5
O020735,37,E004969,B001,5
O020737,33,E003096,B001,5
O020740,36,E013057,B001,5
O020741,45,E005223,B001,5
O020742,20,E003706,B001,5
O020745,48,E010863,B001,5
O020749,40,E010468,B001,4
O020751,2,E012680,B001,5
O020755,37,E006069,B001,5
O020759,12,E013371,B001,5
O020760,45,E006248,B001,5
O020762,49,E001117,B001,5
O020765,15,E012350,B001,5
O020768,48,E010247,B001,5
O020770,39,E013478,B001,1
O020771,47,E013920,B001,5
O020774,23,E001490,B001,3
O020781,30,E014633,B001,5
O020783,8,E005990,B001,5
O020784,9,E003237,B001,5
O020786,13,E008162,B001,5
O020788,22,E010055,B001,2
O020797,23,E004802,B001,5
O020799,7,E000327,B001,5
O020800,23,E000584,B001,3
O020804,31,E013643,B001,5
O020805,27,E010256,B001,5
O020806,39,E000166,B001,5
O020807,39,E010706,B001,5
O020808,36,E011124,B001,5
O020811,18,E004000,B001,5
O020812,12,E000969,B001,5
O020821,30,E008171,B001,1
O020823,19,E007148,B001,5
O020824,37,E011694,B001,2
O020828,46,E014806,B001,3
O020831,8,E014800,B001,5
O020832,37,E002636,B001,5
O020837,27,E007217,B001,1
O020838,9,E014700,B001,5
O020839,40,E014824,B001,5
O020840,2,E001692,B001,2
O020845,1,E002589,B001,5
O020850,35,E012915,B001,5
O020852,26,E014737,B001,5
O020854,3,E011128,B001,3
O020859,33,E009895,B001,5
O020860,48,E009258,B001,5
O020862,26,E007879,B001,5
O020864,28,E010673,B001,1
O020866,6,E011806,B001,5
O020868,12,E014237,B001,5
O020869,14,E003047,B001,3
O020874,19,E000685,B001,5
O020875,24,E001749,B001,5
O020879,36,E001373,B001,3
O020880,39,E013306,B001,4
O020881,38,E012002,B001,5
O020882,24,E009882,B001,1
O020884,12,E008812,B001,3
O020885,20,E004477,B001,5
O020886,36,E013286,B001,3
O020887,29,E010551,B001,2
O020889,22,E011304,B001,5
O020895,39,E014093,B001,5
O020897,49,E003277,B001,5
O020899,11,E014583,B001,3
O020901,8,E012367,B001,5
O020902,8,E012668,B001,5
O020903,47,E012254,B001,4
O020904,42,E007460,B001,3
O020905,28,E013661,B001,5
O020906,26,E001770,B001,2
O020907,29,E004185,B001,5
O020908,19,E002125,B001,5
O020910,8,E006084,B001,5
O020911,6,E002803,B001,5
O020912,3,E011182,B001,5
O020913,37,E003691,B001,2
O020921,45,E006758,B001,5
O020922,1,E007703,B001,5
O020924,47,E002170,B001,5
O020925,38,E002373,B001,5
O020931,8,E004212,B001,5
O020932,50,E007854,B001,5
O020933,22,E006334,B001,5
O020934,38,E002293,B001,5
O020943,27,E008490,B001,5
O020945,38,E001318,B001,4
O020946,36,E010368,B001,1
O020948,4,E001952,B001,3
O020952,32,E013151,B001,5
O020953,23,E002555,B001,5
O020954,33,E009255,B001,1
O020957,14,E005795,B001,3
O020958,8,E003980,B001,5
O020960,35,E004707,B001,4
O020964,50,E014861,B001,5
O020965,46,E001002,B001,5
O020966,40,E008116,B001,5
O020971,8,E001315,B001,5
O020974,8,E004644,B001,5
O020977,27,E005948,B001,4
O020981,44,E009459,B001,5
O020984,20,E009051,B001,1
O020985,17,E014940,B001,2
O020989,21,E009917,B001,5
O020992,1,E010913,B001,5
O021003,37,E006830,B001,5
O021006,6,E000186,B001,5
O021015,14,E009298,B001,5
O021020,48,E004055,B001,5
O021021,48,E013188,B001,5
O021023,28,E008993,B001,5
O021025,7,E004815,B001,5
O021027,43,E000838,B001,5
O021028,1,E003149,B001,4
O021030,49,E008410,B001,5
O021032,12,E006522,B001,5
O021034,16,E011553,B001,5
O021036,26,E012898,B001,5
O021037,7,E000049,B001,5
O021040,43,E002463,B001,4
O021043,13,E014476,B001,5
O021045,2,E012665,B001,5
O021050,50,E002530,B001,5
O021055,49,E013190,B001,1
O021057,14,E005525,B001,5
O021058,6,E014430,B001,2
O021060,22,E004088,B001,5
O021065,15,E006884,B001,5
O021067,20,E014097,B001,5
O021068,14,E000784,B001,5
O021069,29,E011578,B001,5
O021074,35,E008390,B001,5
O021076,42,E005089,B001,2
O021078,3,E008911,B001,5
O021081,13,E014082,B001,4
O021082,1,E004347,B001,5
O021085,17,E012451,B001,5
O021088,5,E008893,B001,1
O021092,3,E010152,B001,5
O021095,4,E003780,B001,5
O021099,49,E003965,B001,5
O021100,8,E007327,B001,2
O021109,7,E014118,B001,5
O021112,19,E005625,B001,5
O021113,6,E013605,B001,5
O021115,17,E008599,B001,5
O021117,19,E010564,B001,2
O021120,45,E012676,B001,5
O021122,17,E009260,B001,5
O021126,35,E010488,B001,5
O021130,34,E001602,B001,5
O021133,26,E014954,B001,5
O021134,20,E007787,B001,4
O021135,33,E007293,B001,3
O021137,25,E012667,B001,5
O021143,26,E013021,B001,5
O021145,37,E014491,B001,5
O021150,10,E013365,B001,5
O021152,29,E014091,B001,1
O021153,17,E001329,B001,3
O021156,41,E010170,B001,4
O021157,48,E010506,B001,2
O021158,25,E001058,B001,5
O021161,47,E011758,B001,4
O021163,4,E013970,B001,5
O021167,30,E011795,B001,5
O021172,48,E000500,B001,5
O021177,10,E011097,B001,2
O021178,36,E002744,B001,5
O021181,38,E008830,B001,5
O021189,26,E012341,B001,1
O021190,3,E000787,B001,2
O021191,8,E006151,B001,3
O021192,48,E012228,B001,5
O021198,28,E009203,B001,3
O021201,21,E007265,B001,3
O021206,20,E013970,B001,5
O021213,37,E014744,B001,5
O021214,36,E001719,B001,5
O021217,35,E011009,B001,5
O021221,16,E005008,B001,5
O021222,31,E001522,B001,5
O021224,26,E004283,B001,5
O021225,47,E008917,B001,3
O021226,44,E010239,B001,5
O021227,6,E000056,B001,5
O021228,39,E011642,B001,5
O021230,22,E006025,B001,5
O021234,2,E013237,B001,3
O021237,31,E003355,B001,5
O021239,2,E013735,B001,5
O021240,38,E005280,B001,5
O021243,23,E002899,B001,5
O021244,9,E011353,B001,5
O021246,13,E012581,B001,5
O021247,27,E011291,B001,5
O021253,11,E010906,B001,5
O021258,25,E008247,B001,5
O021263,34,E003970,B001,5
O021268,7,E011316,B001,5
O021272,47,E014960,B001,1
O021276,16,E010990,B001,5
O021277,49,E012989,B001,5
O021279,29,E004539,B001,5
O021281,31,E007824,B001,2
O021284,12,E009387,B001,5
O021285,17,E013955,B001,5
O021290,41,E003586,B001,5
O021293,41,E005655,B001,5
O021295,41,E002578,B001,5
O021296,10,E008276,B001,5
O021297,37,E000969,B001,5
O021301,35,E010986,B001,5
O021303,8,E007588,B001,5
O021304,49,E005502,B001,5
