BRANCH_START_DATE,BRANCH_END_DATE,EMPLOYEE_ID,BRANCH_ID
1997-10-12,,E004443,B001
2015-11-20,2023-01-20,E004444,B001
2018-01-22,,E004445,B001
2015-09-10,,E004446,B001
1997-10-04,1998-06-21,E004447,B001
2010-11-16,2012-03-22,E004448,B001
2019-01-09,,E004449,B001
2016-08-27,,E004450,B001
2022-06-06,,E004451,B001
2007-04-23,,E004452,B001
2010-04-26,,E004453,B001
2012-01-01,,E004454,B001
2003-03-11,2018-07-04,E004455,B001
2021-05-22,,E004456,B001
2019-07-08,,E004457,B001
2021-03-23,,E004458,B001
2024-09-04,,E004459,B001
2020-06-27,,E004460,B001
2022-06-15,,E004461,B001
2023-07-06,,E004462,B001
2002-01-23,2023-08-23,E004463,B001
2020-03-01,,E004464,B001
2021-08-08,,E004465,B001
2022-08-14,,E004466,B001
2017-12-13,,E004467,B001
2012-05-09,,E004468,B001
2021-05-28,,E004469,B001
2014-07-25,,E004470,B001
2021-07-22,,E004471,B001
2019-12-24,,E004472,B001
2016-06-14,,E004473,B001
2020-12-07,,E004474,B001
2021-05-21,,E004475,B001
2012-01-12,,E004476,B001
2011-08-25,2019-12-21,E004477,B001
2011-12-08,,E004478,B001
2011-12-29,,E004479,B001
2023-06-06,,E004480,B001
2024-06-16,,E004481,B001
2016-12-01,,E004482,B001
2000-05-11,2017-12-02,E004483,B001
2007-07-03,,E004484,B001
2012-09-11,,E004485,B001
2009-01-25,,E004486,B001
2022-07-13,,E004487,B001
2018-02-16,,E004488,B001
2009-03-12,,E004489,B001
2015-03-09,,E004490,B001
2007-11-24,,E004491,B001
2009-05-22,2015-02-24,E004492,B001
2017-11-08,,E004493,B001
2000-07-21,,E004494,B001
2006-08-28,,E004495,B001
2021-08-29,,E004496,B001
2010-08-07,,E004497,B001
2011-03-04,,E004498,B001
2010-01-09,,E004499,B001
2023-04-05,,E004500,B001
2002-03-15,,E004501,B001
2012-07-22,,E004502,B001
2002-10-01,,E004503,B001
2003-08-24,2006-11-14,E004504,B001
2014-07-25,2022-09-27,E004505,B001
2004-04-27,,E004506,B001
2007-10-05,,E004507,B001
2000-03-28,,E004508,B001
2021-01-16,,E004509,B001
2017-10-24,,E004510,B001
2014-09-06,,E004511,B001
2022-02-23,,E004512,B001
2012-09-17,2017-05-16,E004513,B001
2007-04-24,,E004514,B001
1999-09-07,2004-02-08,E004515,B001
2024-06-07,,E004516,B001
2022-12-21,,E004517,B001
2010-12-13,2013-04-27,E004518,B001
2000-06-04,,E004519,B001
2021-10-13,,E004520,B001
2007-10-09,,E004521,B001
2003-03-02,,E004522,B001
2007-11-17,,E004523,B001
2006-10-15,,E004524,B001
2003-10-07,,E004525,B001
2011-04-18,,E004526,B001
2024-09-28,,E004527,B001
2013-02-10,,E004528,B001
2017-06-16,,E004529,B001
2008-06-11,2017-10-28,E004530,B001
2022-03-18,,E004531,B001
2007-11-16,2014-01-03,E004532,B001
2010-09-02,,E004533,B001
2006-03-20,,E004534,B001
2012-09-13,2024-12-13,E004535,B001
2013-02-18,,E004536,B001
2019-01-30,,E004537,B001
2013-11-25,2022-08-03,E004538,B001
2011-05-20,,E004539,B001
2016-03-18,,E004540,B001
2003-11-16,,E004541,B001
2012-10-20,,E004542,B001
2014-08-18,,E004543,B001
2010-07-25,,E004544,B001
2019-02-22,2019-08-27,E004545,B001
1999-02-26,,E004546,B001
1997-07-09,2020-06-21,E004547,B001
2010-01-17,,E004548,B001
2004-11-05,2023-04-08,E004549,B001
2016-08-16,,E004550,B001
2023-06-23,,E004551,B001
2019-04-03,,E004552,B001
2015-07-10,,E004553,B001
2012-04-20,,E004554,B001
2013-01-10,,E004555,B001
2022-08-29,,E004556,B001
2010-01-21,,E004557,B001
2006-12-01,2021-10-23,E004558,B001
2005-04-18,,E004559,B001
1997-05-24,2001-07-09,E004560,B001
2010-09-10,,E004561,B001
2023-09-28,,E004562,B001
2005-04-07,2019-11-01,E004563,B001
2008-12-19,,E004564,B001
2010-07-06,,E004565,B001
2019-04-30,,E004566,B001
2015-03-31,,E004567,B001
1998-11-06,2000-11-19,E004568,B001
2003-05-27,,E004569,B001
2004-10-24,,E004570,B001
2000-06-09,2019-07-05,E004571,B001
1999-11-11,,E004572,B001
2020-05-21,,E004573,B001
1999-05-09,,E004574,B001
1998-02-20,,E004575,B001
2011-06-30,,E004576,B001
2000-02-20,2007-08-20,E004577,B001
1997-03-18,2002-01-10,E004578,B001
2019-06-22,,E004579,B001
2000-07-31,,E004580,B001
1997-07-20,2001-04-14,E004581,B001
2015-12-16,,E004582,B001
2003-07-26,2020-04-13,E004583,B001
2016-06-15,,E004584,B001
2001-09-17,,E004585,B001
2019-03-28,,E004586,B001
2001-05-07,2017-01-11,E004587,B001
2000-09-02,,E004588,B001
2022-10-24,,E004589,B001
2008-06-26,,E004590,B001
2007-02-24,,E004591,B001
2000-11-08,,E004592,B001
2007-03-10,,E004593,B001
2017-06-12,2018-02-03,E004594,B001
2008-09-28,2013-11-12,E004595,B001
2022-04-26,,E004596,B001
1999-06-23,,E004597,B001
2020-07-31,,E004598,B001
2019-09-11,,E004599,B001
2016-01-11,,E004600,B001
2017-05-27,,E004601,B001
1999-02-21,2018-05-13,E004602,B001
2004-07-21,2016-10-29,E004603,B001
2007-02-11,,E004604,B001
1998-04-18,,E004605,B001
2005-05-26,,E004606,B001
2003-07-11,2006-01-23,E004607,B001
2012-06-09,,E004608,B001
2006-12-22,,E004609,B001
2012-08-08,,E004610,B001
2016-04-09,,E004611,B001
2024-10-27,,E004612,B001
2014-07-12,,E004613,B001
1999-04-19,2000-02-15,E004614,B001
2015-01-28,,E004615,B001
2023-01-03,,E004616,B001
2017-03-24,,E004617,B001
1998-11-11,2008-01-04,E004618,B001
2020-10-14,,E004619,B001
1999-11-05,,E004620,B001
2001-04-09,,E004621,B001
2019-08-23,,E004622,B001
2015-09-06,,E004623,B001
1999-04-09,2023-02-21,E004624,B001
2004-01-01,,E004625,B001
2005-02-06,,E004626,B001
2004-09-02,,E004627,B001
2004-10-01,,E004628,B001
1997-11-26,2020-03-18,E004629,B001
1998-09-05,2022-05-08,E004630,B001
2019-10-15,,E004631,B001
2000-10-13,2002-01-19,E004632,B001
2008-06-25,,E004633,B001
1997-11-05,,E004634,B001
2002-12-28,,E004635,B001
2016-01-28,,E004636,B001
1998-07-25,,E004637,B001
1999-05-02,2011-02-14,E004638,B001
2018-02-27,,E004639,B001
2020-02-13,,E004640,B001
2010-03-16,,E004641,B001
2005-05-21,,E004642,B001
1997-11-15,1998-10-17,E004643,B001
2015-07-18,,E004644,B001
2015-08-15,,E004645,B001
2021-07-28,,E004646,B001
1998-08-02,,E004647,B001
2020-08-25,,E004648,B001
2013-03-22,,E004649,B001
2005-11-23,,E004650,B001
2020-04-22,,E004651,B001
2001-01-19,,E004652,B001
1998-12-09,,E004653,B001
2004-11-30,,E004654,B001
2014-06-27,,E004655,B001
2005-04-08,,E004656,B001
2004-09-14,,E004657,B001
2003-07-30,,E004658,B001
2010-02-21,,E004659,B001
2004-11-28,2009-10-17,E004660,B001
2019-08-05,,E004661,B001
2005-10-02,2021-09-03,E004662,B001
2022-11-08,,E004663,B001
2017-01-19,,E004664,B001
2012-09-30,,E004665,B001
1998-07-08,,E004666,B001
2014-07-26,,E004667,B001
2015-12-05,2023-08-26,E004668,B001
2011-02-08,,E004669,B001
2003-01-13,,E004670,B001
2017-02-16,,E004671,B001
2003-10-28,2012-04-14,E004672,B001
2024-07-12,,E004673,B001
2022-09-01,,E004674,B001
2014-03-25,2015-02-05,E004675,B001
2014-02-22,,E004676,B001
2022-01-08,,E004677,B001
2004-05-26,2007-03-17,E004678,B001
2005-08-01,2006-09-30,E004679,B001
2019-09-09,,E004680,B001
2020-10-07,,E004681,B001
2020-04-19,,E004682,B001
2022-09-18,,E004683,B001
1997-10-29,,E004684,B001
2020-03-18,,E004685,B001
2013-11-04,,E004686,B001
2008-08-16,,E004687,B001
2006-09-23,,E004688,B001
2008-01-28,,E004689,B001
2001-06-06,,E004690,B001
2021-08-28,,E004691,B001
2024-05-30,,E004692,B001
2022-05-09,,E004693,B001
2001-01-15,2016-02-23,E004694,B001
2003-10-11,2015-05-08,E004695,B001
2015-03-22,,E004696,B001
2000-06-28,,E004697,B001
2017-05-24,,E004698,B001
1999-06-12,,E004699,B001
2000-04-18,,E004700,B001
1998-02-03,,E004701,B001
1999-01-22,,E004702,B001
2019-03-29,,E004703,B001
2007-06-12,,E004704,B001
2021-05-28,,E004705,B001
2007-09-08,,E004706,B001
2003-11-29,,E004707,B001
2012-04-12,,E004708,B001
1998-10-23,2023-02-14,E004709,B001
1998-03-06,,E004710,B001
2015-11-14,,E004711,B001
2004-10-09,,E004712,B001
2022-06-16,,E004713,B001
1997-05-01,,E004714,B001
2022-07-12,,E004715,B001
2024-11-25,,E004716,B001
1998-07-31,,E004717,B001
2003-03-19,,E004718,B001
2022-04-12,,E004719,B001
2024-04-21,,E004720,B001
2013-07-06,,E004721,B001
2014-07-25,,E004722,B001
2005-11-08,,E004723,B001
2011-11-09,2024-06-18,E004724,B001
2019-06-14,,E004725,B001
2012-12-25,2016-05-15,E004726,B001
2012-12-21,,E004727,B001
2018-01-30,,E004728,B001
2005-12-21,,E004729,B001
2005-12-08,,E004730,B001
2004-05-20,,E004731,B001
2023-10-01,,E004732,B001
2004-01-10,2016-02-23,E004733,B001
2012-02-03,2016-09-01,E004734,B001
2005-05-10,,E004735,B001
2014-06-28,,E004736,B001
2023-04-30,,E004737,B001
2015-11-22,,E004738,B001
2009-11-13,,E004739,B001
2008-04-24,,E004740,B001
2003-08-07,2014-06-22,E004741,B001
2011-08-04,,E004742,B001
2019-01-12,,E004743,B001
2005-03-03,,E004744,B001
2008-11-29,,E004745,B001
2024-01-12,,E004746,B001
2009-02-17,2019-10-19,E004747,B001
2007-08-19,,E004748,B001
2001-04-23,2020-12-03,E004749,B001
2001-05-04,,E004750,B001
1997-12-05,,E004751,B001
2009-10-08,2023-09-07,E004752,B001
2008-10-13,,E004753,B001
2013-05-16,,E004754,B001
2002-03-14,,E004755,B001
2024-05-03,,E004756,B001
2024-08-27,,E004757,B001
2024-02-14,,E004758,B001
2009-04-20,,E004759,B001
2009-06-06,,E004760,B001
2000-03-31,2002-05-29,E004761,B001
2003-11-07,,E004762,B001
2009-06-09,,E004763,B001
2022-08-23,,E004764,B001
1998-12-10,,E004765,B001
2020-11-22,,E004766,B001
1998-08-13,2000-04-15,E004767,B001
2014-09-24,,E004768,B001
2005-03-21,,E004769,B001
2003-07-19,,E004770,B001
2020-08-02,2020-08-13,E004771,B001
2008-10-15,,E004772,B001
2019-08-22,,E004773,B001
2020-03-04,,E004774,B001
1998-03-20,,E004775,B001
2010-03-13,,E004776,B001
2001-02-15,,E004777,B001
2003-09-05,,E004778,B001
2016-06-09,,E004779,B001
2015-10-13,,E004780,B001
2001-08-23,2020-09-28,E004781,B001
2005-08-17,,E004782,B001
2007-06-06,,E004783,B001
2004-06-03,,E004784,B001
2022-01-03,,E004785,B001
2001-10-11,,E004786,B001
2017-07-23,,E004787,B001
2023-11-03,,E004788,B001
2015-02-23,,E004789,B001
2019-11-05,,E004790,B001
2013-08-26,,E004791,B001
2011-04-03,2016-05-27,E004792,B001
2000-03-28,,E004793,B001
2023-11-17,,E004794,B001
2024-01-17,,E004795,B001
2016-06-14,,E004796,B001
2002-11-25,2012-04-16,E004797,B001
2024-08-17,,E004798,B001
1997-03-23,2009-11-22,E004799,B001
1997-04-28,,E004800,B001
2010-09-26,2018-02-19,E004801,B001
2018-11-09,,E004802,B001
2024-02-20,,E004803,B001
2009-11-24,,E004804,B001
2012-01-11,2013-02-10,E004805,B001
2007-10-15,,E004806,B001
2021-05-09,,E004807,B001
2016-09-04,,E004808,B001
2015-11-04,,E004809,B001
2019-10-20,,E004810,B001
2000-01-01,2012-08-27,E004811,B001
2018-02-23,,E004812,B001
2006-06-24,2010-06-16,E004813,B001
2020-09-11,,E004814,B001
2021-05-16,,E004815,B001
2020-09-12,,E004816,B001
2014-05-08,,E004817,B001
1999-10-24,2005-12-28,E004818,B001
2023-06-11,,E004819,B001
2022-06-16,,E004820,B001
2006-11-06,,E004821,B001
2006-02-11,,E004822,B001
2011-03-05,,E004823,B001
2011-09-23,2023-12-10,E004824,B001
2015-10-30,,E004825,B001
2012-01-12,,E004826,B001
2017-01-21,,E004827,B001
2010-09-07,,E004828,B001
1999-01-01,,E004829,B001
2012-04-19,,E004830,B001
2021-09-24,,E004831,B001
2014-05-17,,E004832,B001
2008-11-20,2011-12-15,E004833,B001
2001-04-05,,E004834,B001
2023-09-15,,E004835,B001
1998-07-19,2002-04-13,E004836,B001
2014-04-23,,E004837,B001
1999-10-03,2019-04-20,E004838,B001
2001-08-12,2014-06-28,E004839,B001
2020-05-17,,E004840,B001
2002-12-01,2021-12-07,E004841,B001
2011-12-07,,E004842,B001
1997-11-07,,E004843,B001
2016-05-16,,E004844,B001
2019-01-21,,E004845,B001
2003-12-31,,E004846,B001
2000-01-22,,E004847,B001
2013-02-16,,E004848,B001
2009-08-28,,E004849,B001
2005-06-15,,E004850,B001
2015-04-16,,E004851,B001
2020-01-30,,E004852,B001
2019-09-29,,E004853,B001
2007-10-02,,E004854,B001
1997-02-18,,E004855,B001
2004-11-29,,E004856,B001
2003-05-25,,E004857,B001
2001-12-09,,E004858,B001
2001-11-06,,E004859,B001
2018-10-02,,E004860,B001
2001-08-09,,E004861,B001
2020-08-19,,E004862,B001
2021-07-03,,E004863,B001
2016-05-29,,E004864,B001
1999-05-02,,E004865,B001
2006-02-27,2008-01-01,E004866,B001
2013-09-24,,E004867,B001
2024-01-17,,E004868,B001
2009-08-04,,E004869,B001
2020-10-13,,E004870,B001
2010-09-07,,E004871,B001
2009-09-05,2010-04-12,E004872,B001
2002-07-15,2014-09-03,E004873,B001
2008-04-23,,E004874,B001
2004-09-21,2021-07-07,E004875,B001
1997-10-20,,E004876,B001
2002-10-22,,E004877,B001
2017-03-01,,E004878,B001
1998-04-30,2019-12-22,E004879,B001
1997-04-26,2004-12-01,E004880,B001
2002-09-18,,E004881,B001
2014-05-30,,E004882,B001
2005-01-18,,E004883,B001
2012-05-16,,E004884,B001
2003-03-22,,E004885,B001
1998-07-25,2024-06-12,E004886,B001
2023-02-05,,E004887,B001
2021-11-12,,E004888,B001
2006-04-04,2024-08-03,E004889,B001
2021-03-25,,E004890,B001
2007-07-06,2008-05-14,E004891,B001
2018-08-22,,E004892,B001
2013-08-21,,E004893,B001
2024-10-31,,E004894,B001
2014-11-21,,E004895,B001
2014-07-01,,E004896,B001
2011-09-03,2019-08-11,E004897,B001
2020-08-26,,E004898,B001
2022-08-12,,E004899,B001
2004-08-27,,E004900,B001
2022-03-04,,E004901,B001
2024-04-12,,E004902,B001
2008-05-01,,E004903,B001
2002-11-01,,E004904,B001
2018-02-21,,E004905,B001
2000-12-25,,E004906,B001
2006-01-12,,E004907,B001
2002-02-12,2003-10-27,E004908,B001
2004-11-15,2012-02-07,E004909,B001
2015-08-08,,E004910,B001
2002-12-26,,E004911,B001
2019-09-27,,E004912,B001
2003-10-24,2005-12-16,E004913,B001
2012-12-08,,E004914,B001
2006-05-08,,E004915,B001
2016-11-03,2021-05-04,E004916,B001
2022-12-01,,E004917,B001
2010-03-03,,E004918,B001
1997-06-24,,E004919,B001
2003-08-15,2016-08-12,E004920,B001
1999-11-17,,E004921,B001
2017-02-08,,E004922,B001
2013-03-06,,E004923,B001
2006-03-18,,E004924,B001
2013-07-10,,E004925,B001
2022-01-10,,E004926,B001
2007-01-14,,E004927,B001
2023-12-26,,E004928,B001
2009-12-13,,E004929,B001
2008-10-02,,E004930,B001
2003-11-01,,E004931,B001
2014-10-13,,E004932,B001
2009-03-02,,E004933,B001
2007-03-29,2023-09-26,E004934,B001
2008-12-10,2014-01-03,E004935,B001
2012-06-03,,E004936,B001
2000-10-01,,E004937,B001
1997-12-26,,E004938,B001
2017-06-15,,E004939,B001
2017-09-26,,E004940,B001
2006-06-09,2022-12-29,E004941,B001
2009-06-11,,E004942,B001
2017-09-22,,E004943,B001
2004-12-19,2008-05-13,E004944,B001
2003-03-19,,E004945,B001
1998-04-11,,E004946,B001
2006-03-03,2006-08-30,E004947,B001
1998-06-24,,E004948,B001
2024-03-07,,E004949,B001
2010-01-07,,E004950,B001
2008-08-20,,E004951,B001
2018-07-02,,E004952,B001
2008-01-26,,E004953,B001
2022-05-20,,E004954,B001
2024-09-10,,E004955,B001
2018-05-24,2023-07-20,E004956,B001
2008-11-21,,E004957,B001
2017-07-26,,E004958,B001
2003-05-30,,E004959,B001
2018-04-28,2023-07-02,E004960,B001
2008-12-23,,E004961,B001
2014-06-01,,E004962,B001
2012-04-06,2020-11-25,E004963,B001
2013-01-13,,E004964,B001
2023-01-29,,E004965,B001
1997-05-21,,E004966,B001
1998-11-21,2007-05-15,E004967,B001
2000-09-09,2019-09-17,E004968,B001
2012-08-27,,E004969,B001
2000-01-05,2007-01-29,E004970,B001
2022-09-02,,E004971,B001
2018-01-04,,E004972,B001
2013-01-19,,E004973,B001
2000-07-18,,E004974,B001
2004-01-17,,E004975,B001
2016-11-26,,E004976,B001
2021-12-15,,E004977,B001
2021-11-07,,E004978,B001
2006-05-12,,E004979,B001
2012-05-23,,E004980,B001
2015-10-18,,E004981,B001
2004-08-30,,E004982,B001
2018-05-18,,E004983,B001
2015-03-04,2020-02-28,E004984,B001
2012-04-06,,E004985,B001
2013-09-03,,E004986,B001
2002-12-06,,E004987,B001
1999-05-29,,E004988,B001
2010-06-02,,E004989,B001
2002-02-15,2011-06-22,E004990,B001
2019-12-11,,E004991,B001
2024-05-21,,E004992,B001
2012-02-05,,E004993,B001
2014-06-16,,E004994,B001
2020-04-02,,E004995,B001
2008-04-05,,E004996,B001
2005-12-30,,E004997,B001
1997-05-10,2005-01-13,E004998,B001
2013-09-17,2015-09-14,E004999,B001
1998-01-13,,E005000,B001
2001-03-26,2001-06-02,E005001,B001
2016-02-05,,E005002,B001
1999-10-14,2015-02-04,E005003,B001
2018-09-05,,E005004,B001
2019-03-17,,E005005,B001
2001-09-17,,E005006,B001
2003-08-03,2018-11-24,E005007,B001
2009-11-06,2022-06-20,E005008,B001
1999-05-21,,E005009,B001
2020-01-20,,E005010,B001
2009-04-23,,E005011,B001
2007-08-05,2012-02-21,E005012,B001
2004-07-02,2015-01-30,E005013,B001
2007-04-22,2021-12-11,E005014,B001
2022-01-31,,E005015,B001
1998-03-02,2000-01-19,E005016,B001
2012-06-17,,E005017,B001
2015-10-31,,E005018,B001
2023-08-30,,E005019,B001
2014-11-11,,E005020,B001
2024-02-26,,E005021,B001
2024-07-06,,E005022,B001
1999-12-08,,E005023,B001
2004-02-01,2019-04-01,E005024,B001
1998-12-01,2001-06-03,E005025,B001
2023-01-13,,E005026,B001
1999-02-19,,E005027,B001
2019-02-12,,E005028,B001
2004-02-05,2013-11-27,E005029,B001
2021-10-30,,E005030,B001
2003-09-03,2003-12-12,E005031,B001
2023-03-28,,E005032,B001
2000-11-02,2013-09-14,E005033,B001
1999-07-17,,E005034,B001
2002-03-06,,E005035,B001
2011-03-09,,E005036,B001
2005-10-18,2010-07-06,E005037,B001
2021-05-15,,E005038,B001
2012-07-23,2022-10-04,E005039,B001
2017-08-26,,E005040,B001
2016-01-06,,E005041,B001
2000-12-04,2003-08-29,E005042,B001
2023-08-31,,E005043,B001
2012-07-04,2024-07-26,E005044,B001
2010-01-06,2015-06-05,E005045,B001
2002-03-05,,E005046,B001
2006-02-14,,E005047,B001
2011-10-20,2016-07-13,E005048,B001
2005-03-02,2017-01-24,E005049,B001
2000-12-11,2017-11-14,E005050,B001
2007-11-26,,E005051,B001
2012-09-05,,E005052,B001
2010-12-23,,E005053,B001
2019-03-10,2022-11-04,E005054,B001
2010-10-19,,E005055,B001
2014-01-14,2022-08-27,E005056,B001
1999-12-05,,E005057,B001
1999-11-29,2013-06-25,E005058,B001
2009-05-20,,E005059,B001
2016-03-11,,E005060,B001
2007-09-26,,E005061,B001
2004-08-31,2016-02-06,E005062,B001
2009-10-03,,E005063,B001
1998-09-15,,E005064,B001
2011-09-21,,E005065,B001
2008-11-28,,E005066,B001
2012-07-18,,E005067,B001
2002-06-25,,E005068,B001
1998-05-11,2002-10-31,E005069,B001
2002-02-07,,E005070,B001
2011-11-06,2024-03-10,E005071,B001
2002-12-06,,E005072,B001
2003-07-18,,E005073,B001
2005-11-25,,E005074,B001
2011-09-20,,E005075,B001
1997-03-17,,E005076,B001
2002-02-28,2021-08-26,E005077,B001
2006-01-04,2015-08-07,E005078,B001
2011-07-20,,E005079,B001
2017-03-22,,E005080,B001
2024-06-01,,E005081,B001
2003-06-06,,E005082,B001
2012-05-14,,E005083,B001
2017-03-16,,E005084,B001
1998-12-28,2000-06-11,E005085,B001
2020-01-23,,E005086,B001
2013-12-10,,E005087,B001
1997-12-23,,E005088,B001
2000-10-12,2023-04-29,E005089,B001
2018-11-10,,E005090,B001
1999-03-16,,E005091,B001
2015-03-02,,E005092,B001
2002-11-14,2009-05-29,E005093,B001
2002-01-13,2004-02-20,E005094,B001
2001-11-27,,E005095,B001
2012-06-02,,E005096,B001
2002-08-07,2007-02-28,E005097,B001
1999-03-06,,E005098,B001
2022-10-18,,E005099,B001
2016-06-18,,E005100,B001
2009-12-11,2011-09-20,E005101,B001
2006-09-15,,E005102,B001
2020-04-01,,E005103,B001
2006-05-08,2022-05-14,E005104,B001
2024-03-11,,E005105,B001
2005-01-29,,E005106,B001
2019-06-10,2024-05-11,E005107,B001
2024-02-15,,E005108,B001
2015-12-14,2018-11-16,E005109,B001
2016-10-28,,E005110,B001
1998-06-18,,E005111,B001
2022-01-08,,E005112,B001
2024-11-20,,E005113,B001
2004-04-30,,E005114,B001
2017-07-24,,E005115,B001
2023-08-13,,E005116,B001
2020-02-05,,E005117,B001
2020-04-20,,E005118,B001
2006-10-07,2017-04-09,E005119,B001
2004-03-08,,E005120,B001
2004-06-28,,E005121,B001
1998-06-29,,E005122,B001
2000-05-09,2013-11-26,E005123,B001
2006-08-30,,E005124,B001
2011-08-09,,E005125,B001
2009-09-12,,E005126,B001
2011-08-01,2013-12-15,E005127,B001
2016-09-24,,E005128,B001
2017-02-16,,E005129,B001
2013-05-19,,E005130,B001
2014-09-20,,E005131,B001
2019-11-15,,E005132,B001
2023-08-04,,E005133,B001
2015-11-18,,E005134,B001
2017-02-06,,E005135,B001
2007-03-13,,E005136,B001
2022-01-26,,E005137,B001
2022-01-12,,E005138,B001
2003-09-06,2007-02-26,E005139,B001
2024-08-10,,E005140,B001
1998-09-16,,E005141,B001
2022-03-22,,E005142,B001
2003-05-08,2016-12-04,E005143,B001
2021-02-03,,E005144,B001
2006-02-14,,E005145,B001
2012-07-07,,E005146,B001
2014-04-05,2023-12-30,E005147,B001
2009-09-30,,E005148,B001
2018-06-21,,E005149,B001
2005-02-24,,E005150,B001
1999-02-18,,E005151,B001
2011-10-16,,E005152,B001
2008-12-18,,E005153,B001
2020-03-13,,E005154,B001
2005-03-25,2006-09-11,E005155,B001
2001-12-09,2003-08-08,E005156,B001
2021-08-21,,E005157,B001
2007-02-02,,E005158,B001
2006-11-07,,E005159,B001
2004-05-09,2015-04-08,E005160,B001
2000-08-28,,E005161,B001
2003-01-25,,E005162,B001
2019-09-05,,E005163,B001
2003-01-24,,E005164,B001
2018-01-21,,E005165,B001
2015-03-16,2021-12-12,E005166,B001
2013-04-05,2022-08-21,E005167,B001
2002-03-27,,E005168,B001
2010-02-27,,E005169,B001
2002-09-28,2015-03-07,E005170,B001
2000-08-18,,E005171,B001
2018-07-11,,E005172,B001
2011-10-01,,E005173,B001
2006-08-07,,E005174,B001
2019-04-28,2021-06-26,E005175,B001
2012-12-12,,E005176,B001
2023-09-20,,E005177,B001
2009-08-17,,E005178,B001
2013-12-15,2016-11-14,E005179,B001
2019-08-31,,E005180,B001
2011-11-01,2013-05-20,E005181,B001
2017-07-13,,E005182,B001
1998-12-06,,E005183,B001
2013-11-12,,E005184,B001
2003-02-21,,E005185,B001
2006-10-09,,E005186,B001
2002-04-27,2020-12-13,E005187,B001
2013-01-13,,E005188,B001
2001-03-13,2005-11-10,E005189,B001
2008-05-21,,E005190,B001
2003-05-21,,E005191,B001
2003-04-10,2015-12-09,E005192,B001
2015-05-23,,E005193,B001
2012-04-20,,E005194,B001
2003-05-01,,E005195,B001
2023-03-13,,E005196,B001
2008-12-04,2015-08-20,E005197,B001
2013-05-27,2017-07-19,E005198,B001
2001-09-02,,E005199,B001
2001-10-08,2006-10-10,E005200,B001
2002-06-03,2009-06-16,E005201,B001
2004-05-03,2012-09-28,E005202,B001
2017-05-07,2021-12-17,E005203,B001
2004-07-14,,E005204,B001
2015-12-28,,E005205,B001
2016-12-23,,E005206,B001
2002-05-06,,E005207,B001
2022-08-21,,E005208,B001
2005-06-28,,E005209,B001
2017-11-01,2022-05-15,E005210,B001
2007-03-31,,E005211,B001
2012-11-20,,E005212,B001
2001-11-08,,E005213,B001
1999-08-14,2005-11-15,E005214,B001
2020-01-27,,E005215,B001
2016-04-09,2018-09-24,E005216,B001
2017-12-13,2018-01-29,E005217,B001
2011-09-09,,E005218,B001
2016-06-19,2023-05-13,E005219,B001
1997-06-15,2021-11-28,E005220,B001
2022-12-07,,E005221,B001
2005-01-10,,E005222,B001
2014-01-18,2022-08-29,E005223,B001
2014-02-20,,E005224,B001
1998-03-19,2002-11-16,E005225,B001
2024-01-14,,E005226,B001
2010-12-04,,E005227,B001
2019-05-13,,E005228,B001
2004-09-15,,E005229,B001
2020-03-19,,E005230,B001
2007-09-03,,E005231,B001
1998-09-05,2004-10-17,E005232,B001
1997-09-23,2013-05-29,E005233,B001
2013-04-16,,E005234,B001
2007-05-31,2016-05-01,E005235,B001
2024-11-16,,E005236,B001
2009-02-06,,E005237,B001
2016-09-23,,E005238,B001
2004-05-04,,E005239,B001
2005-11-10,,E005240,B001
2024-02-13,,E005241,B001
2003-07-08,,E005242,B001
2012-10-16,2021-07-10,E005243,B001
2008-09-26,,E005244,B001
2022-06-08,,E005245,B001
2017-08-12,,E005246,B001
2011-05-26,,E005247,B001
1997-06-11,,E005248,B001
2023-10-15,,E005249,B001
2007-04-11,,E005250,B001
2024-07-23,,E005251,B001
2016-11-22,,E005252,B001
2014-06-04,,E005253,B001
2006-10-12,,E005254,B001
2002-11-10,2012-02-11,E005255,B001
2003-12-26,,E005256,B001
2023-02-10,,E005257,B001
2016-07-02,,E005258,B001
2010-05-20,2019-09-24,E005259,B001
2012-01-10,,E005260,B001
2012-08-05,2016-11-09,E005261,B001
2006-03-04,,E005262,B001
2010-09-04,2022-10-11,E005263,B001
2004-06-12,,E005264,B001
2013-11-04,,E005265,B001
2009-08-30,,E005266,B001
2005-11-07,,E005267,B001
2010-08-01,,E005268,B001
2013-09-26,,E005269,B001
2024-01-27,,E005270,B001
2009-07-31,2022-07-14,E005271,B001
2011-12-05,,E005272,B001
1999-06-27,,E005273,B001
2012-08-01,2017-01-13,E005274,B001
2009-08-01,2010-10-19,E005275,B001
2004-05-10,2011-11-05,E005276,B001
2022-01-03,,E005277,B001
2023-01-25,,E005278,B001
2012-05-10,,E005279,B001
2004-05-22,,E005280,B001
2012-10-16,,E005281,B001
2005-06-29,2015-11-27,E005282,B001
2001-07-29,,E005283,B001
2009-04-19,2010-07-31,E005284,B001
2015-06-04,,E005285,B001
2017-11-26,,E005286,B001
1998-04-13,2017-04-19,E005287,B001
2013-01-02,,E005288,B001
2006-04-13,,E005289,B001
2016-08-09,,E005290,B001
1999-01-24,,E005291,B001
2015-03-22,,E005292,B001
2012-11-17,,E005293,B001
2016-11-09,,E005294,B001
