DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O029681,12:30:59,2023-08-26
O029685,18:04:14,2018-06-02
O029686,16:56:48,2019-09-27
O029689,09:37:47,2011-11-10
O029691,16:36:33,2018-09-01
O029692,06:41:54,2009-03-26
O029698,06:33:32,2024-01-16
O029702,15:31:09,2020-11-05
O029704,07:39:46,2016-01-07
O029707,11:44:12,2022-04-10
O029710,09:24:39,2015-06-28
O029712,07:06:25,2006-04-29
O029713,06:57:50,2019-01-18
O029715,12:07:00,2020-02-27
O029721,17:34:45,2023-06-23
O029722,11:39:51,2019-09-26
O029724,09:52:09,2024-01-08
O029727,09:56:56,2019-02-23
O029728,10:00:46,2024-04-01
O029732,07:23:20,2017-01-13
O029737,13:03:54,2022-09-21
O029738,15:27:41,2021-02-26
O029741,17:38:00,2024-04-21
O029745,14:55:59,2024-11-26
O029746,18:21:45,2023-12-13
O029747,12:45:31,2019-06-03
O029752,11:36:52,2021-11-09
O029761,12:01:48,2013-02-11
O029762,13:54:51,2024-12-16
O029768,06:52:22,2015-02-06
O029769,14:23:12,2016-12-14
O029773,11:41:06,2022-12-01
O029777,14:53:48,2020-04-18
O029778,07:31:06,2024-02-19
O029780,10:37:29,2019-04-19
O029784,12:00:27,2019-02-07
O029789,08:31:43,2015-12-13
O029794,18:21:37,2019-05-25
O029798,08:31:35,2015-07-24
O029799,18:33:59,2024-07-12
O029800,18:15:19,2017-06-28
O029806,10:26:06,2019-10-20
O029807,07:28:17,2000-06-01
O029808,13:11:15,2014-09-23
O029814,18:16:17,2024-10-11
O029816,11:12:41,2023-01-05
O029819,07:11:04,2022-12-19
O029827,13:55:45,2014-06-03
O029830,14:55:28,2012-03-17
O029834,13:59:40,2023-04-25
O029835,09:55:35,1998-06-25
O029839,18:20:59,2024-07-29
O029840,12:11:52,2017-02-10
O029841,15:26:05,2016-03-30
O029842,17:02:17,2022-10-28
O029843,13:54:10,2018-03-09
O029849,10:51:17,2014-04-19
O029851,14:50:45,2020-11-23
O029855,10:32:43,2022-06-08
O029859,08:45:55,2021-09-26
O029864,09:46:53,2022-05-27
O029865,18:43:35,2021-04-09
O029866,18:08:59,2020-05-11
O029868,14:50:55,2018-08-27
O029869,14:08:51,2021-10-28
O029874,09:12:19,2010-10-04
O029875,09:13:27,2024-12-03
O029878,15:44:26,2018-08-30
O029881,13:36:42,2022-09-22
O029884,12:10:01,2016-11-08
O029885,16:29:11,2019-07-28
O029888,16:51:47,2021-11-02
O029892,06:38:59,2023-07-14
O029900,11:45:09,2024-02-13
O029902,18:38:50,2010-12-11
O029903,13:28:57,2024-11-04
O029913,11:47:26,2016-12-30
O029920,10:54:27,2019-06-27
O029923,13:53:10,2016-03-12
O029925,17:26:13,2024-12-15
O029927,13:37:49,2021-09-13
O029931,17:57:28,2001-06-26
O029932,12:31:27,2012-03-09
O029933,13:28:50,2020-08-20
O029936,13:37:14,2024-05-12
O029941,13:27:48,2019-08-31
O029943,17:39:18,2018-11-27
O029945,16:01:14,2017-05-05
O029949,11:39:53,2022-07-20
O029950,13:10:55,2015-03-14
O029952,16:29:05,2022-11-24
O029954,09:41:29,2024-05-11
O029955,11:55:18,2020-04-14
O029956,18:13:38,2024-08-05
O029958,13:24:28,2018-08-31
O029962,09:09:05,2018-04-21
O029963,10:10:12,2024-08-29
O029967,13:22:08,2024-04-14
O029972,18:44:27,2022-10-05
O029978,15:48:02,2007-08-03
O029979,13:46:37,2020-01-21
O029980,12:25:20,2024-07-09
O029986,18:52:26,2020-03-20
O029987,07:22:27,2024-11-13
O029988,10:35:40,2015-12-04
O029989,10:02:55,2017-03-04
O029991,15:49:33,2023-11-01
O029992,07:17:01,2009-11-14
O029996,12:39:50,2022-03-02
O029997,17:20:50,2003-09-27
O029998,09:43:29,2011-05-10
O029999,12:49:31,2015-08-14
O030002,09:32:32,2017-12-28
O030003,14:44:36,1999-11-26
O030006,10:38:58,2024-06-06
O030011,17:03:32,2017-09-08
O030016,12:38:11,2017-01-20
O030017,13:53:00,2018-09-02
O030018,12:33:55,2024-11-25
O030019,06:35:37,2018-04-12
O030020,10:27:51,2015-08-14
O030023,15:13:46,2024-03-17
O030025,15:54:29,2023-07-05
O030027,17:54:04,2015-02-12
O030034,09:59:04,2013-09-24
O030035,06:47:47,2016-08-13
O030040,15:01:33,2022-08-14
O030044,16:37:40,2023-07-15
O030056,09:59:30,2016-09-22
O030058,13:45:43,2022-06-18
O030062,07:07:34,2020-02-12
O030065,12:58:18,2024-09-25
O030066,17:48:30,2017-06-30
O030072,16:19:33,2005-07-25
O030073,12:19:40,2007-02-27
O030074,17:00:55,2020-08-22
O030076,10:33:49,2012-11-12
O030077,10:20:16,2007-07-09
O030078,16:09:15,2022-05-18
O030079,16:14:50,2023-09-05
O030081,14:00:09,2010-01-19
O030083,16:01:52,2004-05-21
O030085,09:06:08,2012-08-30
O030090,09:11:21,2012-07-29
O030091,12:14:25,2019-01-14
O030099,17:55:03,2017-04-30
O030100,18:51:57,2019-09-23
O030101,17:55:16,2010-06-11
O030109,16:44:04,2012-05-21
O030111,16:43:41,2014-02-20
O030115,11:40:02,2011-04-04
O030118,14:51:48,2009-11-18
O030123,10:12:06,2023-04-17
O030124,11:50:08,2022-12-04
O030128,09:31:41,2022-07-23
O030129,11:43:39,2011-10-15
O030131,09:03:29,2022-09-05
O030133,10:11:07,2018-07-30
O030134,07:35:04,2017-04-15
O030138,13:20:12,2013-08-03
O030140,18:52:42,2014-06-23
O030142,12:58:57,2023-08-16
O030143,12:55:01,2020-12-25
O030144,17:01:37,2018-02-05
O030145,13:31:57,2018-04-12
O030150,11:52:49,2022-07-20
O030152,13:59:49,2022-01-26
O030159,17:05:33,2009-11-14
O030164,13:31:34,2019-11-19
O030165,09:38:15,2006-09-19
O030171,12:31:31,2012-09-09
O030173,10:32:49,2006-03-27
O030178,13:08:40,2021-01-06
O030182,10:36:36,2015-04-05
O030185,17:27:04,2024-02-06
O030188,10:27:36,2023-05-15
O030189,07:00:15,2019-09-24
O030192,12:19:23,2021-10-21
O030193,10:32:55,2015-02-27
O030200,16:46:25,2008-05-01
O030203,16:10:22,2015-08-22
O030206,13:33:50,2018-05-04
O030210,16:32:07,2023-12-25
O030214,15:20:19,2011-06-21
O030217,14:05:29,2022-08-11
O030218,17:41:03,2009-11-30
O030222,16:24:36,2022-11-13
O030228,13:46:53,2023-01-04
O030230,08:31:00,2018-05-07
O030232,10:22:07,2004-07-30
O030234,11:29:19,2022-01-20
O030237,17:50:34,2016-09-25
O030238,11:50:41,2024-07-08
O030240,18:18:47,2023-03-17
O030241,11:02:36,1997-12-02
O030242,07:57:02,2024-10-24
O030243,12:47:22,2019-10-31
O030246,18:20:01,2021-11-18
O030247,06:42:53,2023-06-25
O030256,14:19:05,2022-06-23
O030265,09:44:09,2024-10-17
O030266,16:30:32,2019-07-13
O030267,09:44:11,2022-11-24
O030268,06:41:36,2024-09-22
O030270,08:02:57,2019-05-10
O030271,09:19:45,2023-09-24
O030272,09:39:54,2010-06-03
O030275,16:06:59,2023-08-17
O030276,15:21:00,2010-03-01
O030277,15:40:32,2021-01-14
O030278,09:27:31,2009-06-29
O030279,11:41:26,2018-07-06
O030281,09:02:04,2014-03-12
O030285,15:26:08,2021-10-30
O030290,15:26:25,2021-03-02
O030292,17:50:34,2021-03-26
O030298,17:14:46,2018-10-24
O030300,15:12:09,2013-01-11
O030302,18:48:52,2011-05-10
O030303,14:32:37,2020-09-05
O030305,13:34:11,1999-12-19
O030310,19:00:00,2018-11-02
O030311,17:38:52,2019-06-06
O030317,16:10:04,2018-09-27
O030322,09:33:57,2024-02-22
O030324,09:18:51,2016-10-19
O030326,16:03:50,2024-01-30
O030327,17:25:14,2011-09-20
O030329,16:28:06,2023-07-16
O030330,11:43:47,2018-01-04
O030332,17:07:37,2022-04-03
O030335,09:57:19,2020-07-22
O030343,13:25:20,2004-10-18
O030345,18:07:15,2023-06-29
O030349,18:36:08,2024-11-22
O030350,09:32:58,2012-05-01
O030353,14:31:48,2017-04-10
O030354,15:44:00,2024-08-07
O030358,08:42:18,2024-09-04
O030359,17:28:14,2020-02-07
O030363,18:55:10,2017-02-26
O030364,17:17:22,2024-12-07
O030365,16:43:18,2015-03-16
O030368,16:14:55,2023-10-30
O030369,10:03:04,2024-02-19
O030370,10:35:52,2010-10-09
O030372,11:58:53,2023-12-12
O030374,06:50:38,2022-09-09
O030376,15:14:23,2020-06-19
O030377,15:35:15,2019-09-15
O030381,13:44:45,2024-09-15
O030382,16:04:30,2019-04-10
O030385,06:47:20,2024-12-06
O030387,08:08:53,2016-04-28
O030393,14:10:03,2020-06-06
O030396,13:25:43,2019-11-16
O030397,16:36:06,2004-08-20
O030399,17:53:44,2023-07-16
O030402,18:42:12,2018-04-08
O030403,10:29:25,2022-12-31
O030405,15:50:33,2022-02-11
O030407,08:18:33,2024-03-26
O030413,15:38:45,2023-02-12
O030415,06:33:53,2008-01-23
O030421,09:05:33,2023-04-25
O030422,10:08:56,2024-01-25
O030423,13:59:23,2021-04-26
O030428,18:57:48,2024-08-02
O030429,17:53:54,2014-07-17
O030430,17:28:04,2022-12-28
O030431,08:44:40,2024-04-21
O030433,14:09:28,2024-05-21
O030437,13:02:51,2024-12-07
O030439,09:16:47,2015-04-15
O030441,07:21:55,2015-02-09
O030443,10:18:24,2019-01-20
O030445,08:17:11,2023-10-20
O030448,13:36:28,2012-01-18
O030451,13:50:57,2023-01-08
O030453,08:39:57,2006-08-08
O030454,09:39:58,2022-05-14
O030455,10:08:26,2018-08-19
O030458,07:57:19,1998-02-04
O030459,09:11:30,2020-07-01
O030461,17:52:06,2023-10-28
O030464,08:04:59,2015-06-30
O030484,13:19:18,2018-08-15
O030487,17:44:45,2004-11-12
O030488,13:50:13,2022-03-07
O030490,18:35:56,2024-07-30
O030493,11:35:16,2024-09-05
O030496,14:50:39,2021-07-10
O030507,09:46:48,2021-04-21
O030509,15:35:19,2023-08-10
O030510,18:10:36,2019-03-18
O030516,13:32:03,2018-08-27
O030518,10:54:10,2017-03-22
O030519,13:25:11,2013-06-17
O030522,08:59:25,2023-08-08
O030526,10:29:42,2019-12-11
O030531,07:07:10,2002-09-08
O030532,13:15:42,2012-08-02
O030533,11:01:31,2022-09-04
O030543,13:42:38,2018-11-19
O030549,07:44:02,2021-03-25
O030557,09:30:37,2024-02-08
O030561,15:55:03,2013-01-22
O030562,12:03:47,2024-12-11
O030563,10:23:56,2024-11-02
O030566,14:25:36,2022-04-13
O030573,18:04:06,2015-12-15
O030580,07:24:50,2022-02-10
O030581,18:46:48,2017-03-29
O030582,09:55:56,2009-04-24
O030584,12:31:02,2016-06-12
O030586,08:21:36,2015-03-28
O030588,14:02:54,2022-01-06
O030597,09:29:58,2014-05-22
O030598,10:08:02,2008-02-26
O030604,15:40:53,2015-05-15
O030606,10:45:42,2016-09-01
O030607,08:23:09,2018-10-22
O030609,08:17:39,2015-01-01
O030610,06:46:55,2009-09-04
O030616,09:06:41,2022-10-30
O030618,07:33:40,2022-01-04
O030620,18:15:16,2020-05-28
O030622,15:18:08,2023-08-20
O030624,18:10:41,2006-09-03
O030628,08:39:01,2018-05-23
O030631,11:14:38,2017-05-02
O030634,08:25:07,1998-05-14
O030638,18:48:42,2022-04-26
O030640,07:34:42,2015-01-10
O030649,09:07:30,2019-04-20
O030656,11:55:07,2016-08-09
O030657,18:56:12,2019-04-28
O030658,11:38:42,2020-08-22
O030660,11:43:57,2023-12-17
O030661,06:38:45,2018-09-23
O030665,18:46:43,2014-10-13
O030666,14:49:55,2013-09-30
O030667,17:24:56,2015-12-30
O030673,14:14:49,2023-05-28
O030675,18:20:01,2016-09-20
O030676,18:52:47,2009-08-26
O030679,12:10:08,2023-07-19
O030681,16:02:14,2018-10-23
O030682,06:40:47,2020-10-13
O030683,06:52:30,2018-01-23
O030684,18:58:49,2023-08-03
O030686,11:34:30,2023-11-08
O030689,09:50:39,2022-02-15
O030694,06:45:17,2022-09-14
O030695,18:47:44,2023-06-29
O030703,18:20:55,2024-12-07
O030704,16:05:45,2024-08-08
O030709,12:19:05,2010-11-17
O030712,08:27:27,2024-03-13
O030713,06:40:27,2022-12-28
O030714,10:48:21,2015-08-29
O030717,10:18:29,2021-02-24
O030720,08:24:30,2014-09-27
O030721,18:50:55,2019-05-22
O030727,13:15:56,2022-06-25
O030728,17:50:00,2024-03-13
O030731,16:55:23,2004-07-03
O030736,12:02:46,2023-05-17
O030741,16:49:51,2010-04-17
O030744,16:56:20,2024-12-08
O030750,13:16:59,2020-09-27
O030751,16:27:29,2022-11-22
O030753,08:30:15,2012-09-17
O030759,08:57:44,2024-06-23
O030760,09:58:36,2019-04-03
O030761,09:57:13,2019-08-31
O030762,17:06:01,2022-10-02
O030766,18:36:05,2024-03-26
O030767,11:08:23,2019-04-13
O030770,15:42:00,2024-04-19
O030772,17:28:53,2024-06-14
O030774,16:41:09,2018-11-10
O030778,10:47:09,2019-10-14
O030781,16:53:18,2013-09-29
O030782,10:24:34,2024-09-28
O030784,08:40:48,2022-06-29
O030789,12:23:51,2021-07-29
O030790,11:07:28,2011-07-17
O030792,13:20:51,2015-08-17
O030796,06:43:15,2024-11-17
O030798,08:44:52,2012-09-05
O030799,12:21:18,2016-06-17
O030801,15:50:09,2024-05-17
O030802,14:21:46,2011-08-10
O030803,17:31:26,2024-08-01
O030804,08:16:23,2013-05-27
O030805,09:03:10,2014-12-25
O030806,09:56:55,2017-03-23
O030809,15:11:13,2021-09-13
O030812,12:18:33,2006-03-04
O030821,16:58:10,2024-01-09
O030822,09:08:50,2022-07-14
O030824,17:08:21,2016-02-26
O030826,11:08:49,2020-03-23
O030827,18:00:48,2024-07-31
O030829,12:58:28,2003-06-30
O030830,12:14:58,2023-06-24
O030839,18:46:46,2024-12-17
O030842,17:26:16,2021-05-02
O030845,17:36:28,2013-03-03
O030852,15:34:02,2021-11-30
O030858,10:01:15,2003-09-04
O030861,17:20:42,2007-10-08
O030862,10:48:48,2007-12-28
O030865,16:22:18,2023-08-09
O030869,10:34:44,2024-12-21
O030870,16:31:11,2019-02-16
O030871,11:43:02,2023-07-11
O030872,16:04:13,2018-08-21
O030874,17:13:13,2015-06-12
O030876,15:54:33,2023-08-05
O030880,18:05:48,2024-10-20
O030883,09:24:26,2021-01-30
O030885,16:51:47,2023-10-22
O030886,14:39:49,2016-01-10
O030890,11:28:09,2021-02-08
O030893,08:37:03,2019-03-20
O030895,14:55:43,2024-04-15
O030905,09:28:28,2019-04-22
O030907,08:32:02,2015-10-09
O030909,11:08:37,2024-04-22
O030912,09:07:16,2017-03-25
O030916,15:47:55,2023-10-06
O030917,15:16:35,2012-09-16
O030918,18:49:47,2024-05-07
O030921,12:04:38,2019-11-28
O030922,17:39:23,2023-02-22
O030924,08:29:17,2019-05-07
O030925,14:20:24,2021-12-13
O030935,16:47:58,2015-10-05
O030937,18:05:16,2023-09-07
O030940,15:45:58,2017-10-29
O030941,10:29:01,2024-06-03
O030943,16:41:45,2024-01-10
O030948,14:35:25,2024-05-08
O030954,17:47:17,2023-03-14
O030956,11:15:19,2019-05-09
O030957,08:50:44,2022-10-06
O030959,15:46:36,2011-04-30
O030961,11:06:26,2024-05-07
O030964,14:12:54,2020-09-15
O030968,15:13:42,2019-12-26
O030969,13:48:35,2016-01-23
O030971,16:04:08,2020-06-16
O030974,16:17:20,2014-07-06
O030975,07:21:22,2022-07-19
O030976,10:37:15,2021-11-09
O030981,07:06:48,2024-05-22
O030984,09:15:12,2011-10-12
O030988,09:21:44,2011-06-03
O030991,06:48:31,2018-07-23
O030992,07:03:29,2022-01-14
O030996,07:50:48,2024-08-05
O030998,15:29:56,2019-10-28
O030999,16:51:29,2023-12-03
O031002,16:19:28,2024-07-21
O031004,12:58:16,2016-07-19
O031009,10:27:10,2005-06-20
O031011,12:07:30,2020-05-09
O031015,16:55:45,2017-01-21
O031017,15:12:43,2015-10-01
O031021,09:32:58,2012-12-01
O031023,07:08:26,2022-12-05
O031027,09:02:39,2020-11-05
O031028,14:29:50,2013-01-08
O031031,09:11:46,2009-03-06
O031032,13:54:59,1998-11-19
O031033,07:57:46,2017-12-10
O031036,13:50:07,2023-06-10
O031037,14:28:44,2011-01-31
O031038,15:53:53,2022-11-30
O031046,08:46:03,2015-08-15
O031047,17:11:25,2024-08-15
O031054,09:17:58,2023-02-21
O031055,10:32:15,2019-10-11
O031057,10:14:19,2014-08-06
O031063,12:08:04,2002-05-09
O031065,15:20:40,2022-05-03
O031068,18:46:56,2020-04-07
O031077,09:29:59,2012-04-17
O031078,16:54:24,2016-10-05
O031080,10:03:05,2019-06-27
O031083,07:37:41,2022-08-31
O031089,17:28:47,2020-03-09
O031091,14:05:14,2013-06-08
O031095,18:55:37,2018-09-04
O031096,17:56:07,2019-12-21
O031097,17:52:33,2012-05-01
O031103,15:03:05,2005-04-26
O031109,17:26:10,2012-04-01
O031113,18:43:38,2021-07-29
O031114,16:37:25,2015-03-23
O031117,17:42:15,2019-06-15
O031118,11:37:05,2018-11-08
O031119,17:51:41,2009-12-07
O031120,17:20:27,2020-06-05
O031124,12:06:45,2021-12-20
O031125,08:03:48,2008-11-11
O031131,09:26:27,2016-10-04
O031134,09:36:53,2021-05-19
O031137,18:22:08,2018-03-14
O031139,08:21:54,2023-05-31
O031144,08:16:46,2017-01-16
O031146,16:29:30,2016-01-28
O031149,11:35:52,2010-07-16
O031150,15:19:57,2023-03-22
O031152,13:47:28,2013-01-04
O031157,12:14:13,2020-08-24
O031158,15:06:08,2024-02-01
O031161,10:21:20,2021-02-16
O031170,15:32:10,2023-11-27
O031177,09:10:50,2009-10-27
O031181,08:26:25,2022-12-31
O031183,13:59:38,2017-11-14
O031184,12:37:40,2002-07-24
O031187,08:08:16,2018-04-08
O031188,14:07:49,2022-03-08
O031190,15:11:12,2023-01-10
O031191,13:56:36,2015-08-11
O031194,15:02:39,2023-08-17
O031197,16:56:16,2023-04-24
O031203,14:58:58,2023-08-09
O031205,07:45:18,2017-09-16
O031206,07:09:52,2019-07-16
O031209,17:50:14,2022-12-04
O031210,06:38:57,2024-12-14
O031212,17:16:10,2022-09-16
O031221,08:08:29,2014-02-02
O031223,18:47:20,2009-05-08
O031228,09:29:53,2013-01-24
O031232,09:07:18,2007-12-26
O031236,13:45:34,2021-10-15
O031237,17:25:13,2023-11-23
O031239,08:11:56,2010-01-24
O031245,18:04:37,2017-04-02
O031257,07:27:29,2009-08-07
O031259,13:06:39,2011-12-15
O031260,16:48:43,2017-09-16
O031265,11:20:54,2022-08-19
O031266,18:35:35,2011-07-09
O031270,07:02:02,2019-12-03
O031271,14:15:44,2016-06-29
O031277,12:11:22,2014-04-07
O031279,08:25:44,2023-03-09
O031281,16:01:53,2016-01-16
O031284,11:43:47,2021-03-18
O031285,13:36:08,2015-05-01
O031290,13:07:00,2024-01-14
O031291,10:26:41,2021-04-07
O031292,13:04:56,2024-06-14
O031296,09:20:16,2021-11-09
O031301,09:20:42,2022-10-11
O031304,17:18:29,2019-09-23
O031305,18:30:17,2016-09-10
O031306,15:30:21,2024-09-04
O031307,18:47:55,2021-11-05
O031308,11:43:42,2024-10-24
O031310,14:07:13,2024-01-15
O031317,09:19:17,2015-05-16
O031321,07:09:17,2015-05-31
O031328,08:07:44,2020-06-16
O031329,10:32:09,2007-07-17
O031331,14:12:12,2021-01-12
O031335,10:20:00,2003-03-21
O031336,07:20:42,2014-08-31
O031338,08:52:54,2018-06-24
O031339,10:31:48,2024-10-24
O031342,09:09:24,2013-10-09
O031345,17:08:54,2023-04-01
O031348,08:08:23,2023-04-20
O031354,10:14:58,2012-05-08
O031357,15:38:32,2024-06-18
O031359,15:50:18,2016-08-12
O031360,08:08:49,2023-11-23
O031361,17:41:33,2022-09-21
O031363,13:12:58,2023-12-30
O031364,06:57:46,2022-01-10
O031368,13:23:08,2022-05-19
O031370,12:40:34,2024-11-18
O031373,08:37:07,2018-10-28
O031376,14:33:49,2024-02-14
O031377,09:37:31,2023-11-03
O031381,14:57:54,2022-03-08
O031386,10:48:10,2021-09-27
O031389,17:54:41,2024-08-26
O031390,13:11:39,2023-11-18
O031393,10:15:28,2023-02-04
O031395,15:46:05,2022-10-03
O031396,06:58:58,2019-11-18
O031397,06:37:42,2021-08-20
O031398,12:59:32,2012-06-26
O031400,09:05:23,2019-06-02
O031402,11:57:26,2022-04-25
O031403,13:19:05,2022-12-29
O031404,11:39:37,2023-10-21
O031406,15:56:08,2022-03-23
O031407,14:00:11,2011-06-23
O031412,17:50:40,2008-09-26
O031413,09:53:59,2014-06-28
O031415,16:12:16,2019-02-01
O031416,15:56:51,2020-07-31
O031417,08:15:55,2001-12-08
O031418,12:14:07,2021-10-27
O031420,08:00:29,2023-09-28
O031421,11:28:02,2020-08-29
O031425,13:29:18,2024-04-14
O031427,11:23:06,2021-10-27
O031429,07:34:38,2023-06-10
O031430,08:19:44,2015-12-09
O031435,15:54:12,2024-07-20
O031436,06:45:52,2022-06-16
O031441,07:10:45,2012-03-06
O031443,16:01:55,2022-07-18
O031447,10:52:23,2016-03-11
O031448,13:07:58,2008-09-28
O031451,14:27:57,2016-11-30
O031452,13:37:04,2024-11-24
O031453,10:39:20,2021-08-22
O031454,15:56:26,2024-07-02
O031455,06:35:30,2017-02-12
O031457,08:09:14,2023-02-26
O031461,16:49:27,2011-07-10
O031462,07:33:11,2020-03-02
O031473,14:38:49,2022-12-09
O031482,16:24:48,2020-01-05
O031487,06:46:51,2024-12-07
O031488,12:20:34,2006-10-07
O031490,15:45:06,2024-08-11
O031491,09:49:21,2024-11-25
O031496,18:54:09,2024-04-10
O031497,08:20:03,2022-09-04
O031501,11:48:53,2018-01-03
O031502,10:17:32,2018-11-11
O031503,10:44:56,2020-09-13
O031505,15:10:18,2024-06-09
O031507,18:09:57,2023-06-17
O031512,08:16:34,2018-01-10
O031515,14:39:07,2024-08-26
O031516,15:16:13,2024-10-19
O031517,12:32:27,2018-08-06
O031518,10:18:28,2023-11-02
O031519,08:15:28,2018-03-31
O031523,06:59:29,2024-11-14
O031528,16:42:30,2018-02-25
O031530,12:44:15,2017-03-18
O031531,10:30:15,2017-04-02
O031533,14:36:57,2017-08-03
O031534,09:01:03,2017-05-17
O031535,09:02:30,2024-09-06
O031536,16:49:27,2014-12-21
O031538,17:51:13,2024-08-29
O031544,08:44:21,2017-07-11
O031548,17:56:53,2022-10-08
O031550,17:46:22,2012-06-02
O031562,11:12:02,2017-06-16
O031565,18:19:51,2021-10-17
O031570,07:46:29,2007-02-25
O031582,15:29:46,2014-09-19
O031583,11:52:19,2014-07-04
O031590,13:59:03,2011-12-15
O031592,11:41:00,2023-07-14
O031599,16:48:19,2014-12-15
O031601,17:16:32,2004-04-20
O031602,07:21:49,2012-10-16
O031603,08:07:25,2012-05-18
O031608,18:16:30,2020-10-28
O031609,16:14:03,2021-03-09
O031610,17:26:10,2016-11-17
O031615,09:02:33,2024-08-15
O031616,13:44:22,2024-06-26
O031618,14:54:46,2022-03-01
O031619,08:08:35,2019-12-30
O031621,10:47:35,2007-10-17
O031623,16:16:58,2019-02-27
O031624,13:04:25,2018-06-23
O031628,17:30:58,2024-02-10
O031630,10:16:59,2016-11-12
O031632,14:17:59,2005-05-26
O031635,07:09:34,2021-07-10
O031640,12:41:16,2018-01-08
O031641,10:06:45,2022-11-14
O031643,09:39:08,2023-05-28
O031644,10:48:39,2024-12-14
O031651,08:36:03,2024-08-04
O031655,06:50:03,2016-12-02
O031660,13:52:58,2001-06-19
O031663,12:07:53,2022-08-12
O031665,16:16:53,2018-10-12
O031666,10:36:04,2018-10-17
O031668,09:08:17,2011-06-30
O031671,12:44:15,2023-01-14
O031681,18:31:16,2023-08-07
O031682,15:15:56,2011-11-03
O031683,18:21:50,2016-12-06
O031686,18:34:08,2021-11-16
O031687,16:55:13,2023-04-14
O031699,11:34:57,2020-01-13
O031703,16:16:04,2020-08-31
O031707,12:26:22,2022-06-27
O031708,15:14:19,2023-02-19
O031714,11:12:39,2020-08-29
O031717,10:37:52,2022-05-31
O031719,08:23:46,2020-02-24
O031722,15:31:33,2018-06-05
O031723,10:51:47,2023-11-13
O031726,08:32:19,2022-01-26
O031727,16:21:01,2024-02-23
O031729,17:41:10,2023-11-02
O031733,13:14:21,2018-04-04
O031734,12:58:04,2022-11-20
O031735,06:32:03,2003-06-17
O031737,09:20:03,2011-05-12
O031738,11:43:23,2002-02-01
O031739,08:09:54,2020-10-29
O031740,13:27:24,2021-12-07
O031741,09:34:33,2024-12-11
O031742,10:31:50,2023-02-15
O031744,17:23:09,2023-04-06
O031755,17:15:08,2013-06-19
O031765,07:18:10,2014-10-02
O031766,11:11:42,2007-04-22
O031767,18:17:46,2023-12-24
O031768,15:26:11,2019-02-14
O031769,09:25:52,2024-05-15
O031772,14:06:47,2019-03-12
O031775,14:35:22,2020-01-28
O031777,11:47:55,2019-09-04
O031778,16:30:30,2015-05-20
O031779,09:35:18,2023-12-29
O031781,08:30:42,2024-01-03
O031783,09:48:27,2011-01-18
O031786,10:36:08,2005-01-12
O031791,08:36:17,2020-09-01
O031800,18:53:47,2024-03-29
O031801,07:34:10,2024-11-05
O031803,12:29:53,2011-09-22
O031804,07:52:31,2017-07-29
O031808,10:49:38,2021-02-24
O031816,09:36:27,2016-10-25
O031824,12:16:37,2013-01-30
O031828,07:52:36,2011-03-27
O031831,16:59:08,2020-04-23
O031834,12:49:18,2000-03-11
O031837,08:33:45,2020-08-31
O031843,10:18:26,2013-03-21
O031844,09:05:07,2023-10-13
O031849,12:56:17,2018-06-11
O031853,09:22:59,2016-01-16
O031855,06:48:35,2019-01-30
O031856,08:36:58,2020-08-26
O031862,10:57:17,2014-04-15
O031867,10:35:18,2018-09-17
O031876,13:56:02,2005-02-25
O031878,11:21:13,2008-07-11
O031880,09:16:20,2021-04-27
O031881,12:29:40,2024-05-08
O031887,15:30:47,2024-03-23
O031893,06:50:59,2021-09-01
O031894,17:50:24,2012-04-03
O031899,18:11:48,2015-01-11
O031900,11:27:15,2021-05-23
O031904,12:18:54,2019-11-09
O031906,13:48:52,2023-09-06
O031913,15:00:06,2024-05-27
O031916,06:34:33,2017-07-27
O031923,15:25:09,2023-06-09
O031926,15:53:32,2023-10-10
O031928,17:43:04,2008-01-16
O031931,07:32:46,2008-11-24
O031933,09:23:55,2024-07-29
O031937,16:45:26,2011-04-14
O031951,14:25:01,2019-05-17
O031952,09:51:07,2018-10-19
O031953,07:55:45,2021-02-25
O031955,06:56:01,2023-11-09
O031961,14:05:07,2023-04-22
O031965,11:56:05,2005-03-23
O031971,15:27:09,2017-05-07
O031977,11:01:33,2007-07-20
O031981,17:58:12,2014-02-05
O031984,09:20:05,2010-10-30
O031987,08:26:41,2014-07-06
O031992,08:14:57,2022-10-07
O031995,11:18:18,2021-09-02
O031997,18:40:31,2005-03-25
O031999,07:10:13,2018-02-20
O032002,13:07:47,2014-03-21
O032005,16:03:40,2019-05-26
O032008,16:25:25,2019-04-13
O032009,16:00:24,2023-10-17
O032010,16:53:36,2018-11-13
O032016,06:41:52,2024-03-16
O032018,07:26:38,2023-02-25
O032019,11:21:24,2013-06-26
O032024,08:56:23,2024-02-18
O032028,08:31:24,2017-08-13
O032033,09:05:20,2012-01-27
O032037,09:46:08,2021-12-10
O032038,11:00:24,2018-10-08
O032039,12:07:14,2014-04-14
O032045,07:11:09,2024-01-21
O032047,18:54:41,2018-10-12
O032049,18:28:14,2019-05-31
O032051,07:32:50,2024-12-12
O032053,07:29:44,2021-01-06
O032057,17:01:07,2009-06-22
O032060,15:58:14,2017-12-21
O032061,16:11:46,2019-07-06
O032062,14:38:27,2016-11-30
O032068,06:57:27,2012-06-28
O032071,11:57:11,2014-03-05
