ORDER_ID,DISH_ID,QUANTITY
O020448,D047,7
O020449,D130,10
O020450,D028,8
O020451,D120,8
O020452,D091,2
O020453,D173,8
O020454,D029,5
O020455,D106,2
O020456,D067,6
O020457,D038,6
O020458,D083,8
O020459,D064,5
O020460,D117,7
O020461,D179,10
O020462,D142,8
O020463,D188,10
O020464,D192,6
O020465,D007,1
O020466,D057,8
O020467,D020,6
O020468,D110,4
O020469,D160,8
O020470,D037,5
O020471,D131,4
O020472,D143,2
O020473,D165,8
O020474,D029,4
O020475,D001,1
O020476,D180,7
O020477,D097,6
O020478,D109,8
O020479,D093,2
O020480,D148,2
O020481,D024,5
O020482,D099,9
O020483,D166,1
O020484,D095,7
O020485,D191,1
O020486,D118,6
O020487,D197,3
O020488,D187,6
O020489,D099,1
O020490,D013,3
O020491,D182,10
O020492,D070,10
O020493,D189,5
O020494,D050,5
O020495,D144,2
O020496,D099,7
O020497,D198,7
O020498,D109,7
O020499,D025,2
O020500,D135,3
O020501,D042,1
O020502,D144,4
O020503,D091,2
O020504,D008,5
O020505,D076,5
O020506,D145,7
O020507,D148,1
O020508,D082,3
O020509,D114,6
O020510,D011,9
O020511,D189,2
O020512,D029,2
O020513,D146,8
O020514,D047,6
O020515,D094,10
O020516,D107,5
O020517,D054,10
O020518,D136,9
O020519,D010,7
O020520,D069,10
O020521,D110,4
O020522,D175,6
O020523,D007,7
O020524,D074,10
O020525,D074,8
O020526,D058,9
O020527,D084,6
O020528,D055,8
O020529,D159,5
O020530,D114,8
O020531,D020,10
O020532,D116,7
O020533,D017,6
O020534,D058,3
O020535,D094,5
O020536,D045,7
O020537,D156,2
O020538,D081,8
O020539,D197,10
O020540,D029,3
O020541,D183,2
O020542,D107,9
O020543,D127,4
O020544,D078,2
O020545,D051,1
O020546,D166,8
O020547,D098,9
O020548,D069,8
O020549,D110,2
O020550,D173,3
O020551,D044,5
O020552,D136,3
O020553,D047,7
O020554,D118,1
O020555,D133,5
O020556,D158,3
O020557,D115,10
O020558,D023,4
O020559,D179,9
O020560,D055,1
O020561,D047,9
O020562,D151,2
O020563,D075,6
O020564,D080,7
O020565,D004,9
O020566,D162,7
O020567,D007,8
O020568,D133,6
O020569,D157,5
O020570,D148,8
O020571,D131,9
O020572,D056,10
O020573,D051,1
O020574,D083,2
O020575,D135,2
O020576,D102,1
O020577,D078,9
O020578,D021,10
O020579,D090,2
O020580,D127,7
O020581,D047,8
O020582,D022,7
O020583,D073,8
O020584,D068,2
O020585,D099,6
O020586,D100,7
O020587,D149,10
O020588,D118,1
O020589,D012,9
O020590,D170,10
O020591,D083,9
O020592,D068,10
O020593,D013,6
O020594,D045,6
O020595,D044,8
O020596,D014,9
O020597,D046,2
O020598,D187,4
O020599,D118,8
O020600,D171,8
O020601,D038,5
O020602,D019,8
O020603,D125,2
O020604,D131,8
O020605,D091,8
O020606,D019,9
O020607,D085,8
O020608,D116,7
O020609,D158,7
O020610,D006,1
O020611,D156,10
O020612,D183,5
O020613,D065,5
O020614,D086,8
O020615,D071,3
O020616,D030,7
O020617,D138,7
O020618,D146,7
O020619,D008,5
O020620,D186,5
O020621,D044,2
O020622,D074,9
O020623,D165,1
O020624,D179,10
O020625,D069,8
O020626,D137,10
O020627,D115,1
O020628,D090,8
O020629,D145,7
O020630,D143,1
O020631,D059,9
O020632,D009,9
O020633,D029,9
O020634,D196,10
O020635,D101,8
O020636,D173,1
O020637,D117,6
O020638,D143,7
O020639,D085,7
O020640,D078,3
O020641,D092,8
O020642,D140,4
O020643,D082,1
O020644,D097,6
O020645,D039,5
O020646,D076,8
O020647,D102,10
O020648,D169,9
O020649,D020,5
O020650,D186,9
O020651,D185,4
O020652,D109,2
O020653,D091,3
O020654,D099,4
O020655,D172,3
O020656,D045,9
O020657,D191,4
O020658,D159,10
O020659,D197,3
O020660,D144,7
O020661,D132,10
O020662,D057,5
O020663,D190,10
O020664,D091,7
O020665,D071,8
O020666,D057,1
O020667,D166,2
O020668,D054,1
O020669,D082,4
O020670,D154,5
O020671,D192,2
O020672,D133,6
O020673,D065,2
O020674,D160,3
O020675,D102,5
O020676,D138,8
O020677,D125,3
O020678,D146,6
O020679,D126,1
O020680,D197,5
O020681,D100,5
O020682,D047,7
O020683,D193,4
O020684,D166,3
O020685,D100,8
O020686,D051,1
O020687,D142,4
O020688,D057,8
O020689,D143,1
O020690,D077,2
O020691,D191,4
O020692,D165,8
O020693,D018,6
O020694,D039,7
O020695,D195,5
O020696,D010,3
O020697,D156,7
O020698,D135,1
O020699,D156,9
O020700,D173,7
O020701,D191,8
O020702,D193,3
O020703,D044,4
O020704,D128,6
O020705,D088,4
O020706,D068,6
O020707,D104,7
O020708,D037,4
O020709,D173,5
O020710,D114,10
O020711,D080,5
O020712,D193,2
O020713,D007,6
O020714,D078,9
O020715,D152,2
O020716,D033,3
O020717,D075,5
O020718,D076,8
O020719,D033,5
O020720,D009,2
O020721,D187,5
O020722,D177,8
O020723,D066,3
O020724,D085,2
O020725,D136,9
O020726,D188,8
O020727,D113,6
O020728,D107,1
O020729,D111,2
O020730,D061,2
O020731,D034,6
O020732,D160,4
O020733,D069,5
O020734,D182,9
O020735,D164,2
O020736,D098,7
O020737,D003,3
O020738,D054,1
O020739,D117,10
O020740,D074,3
O020741,D001,8
O020742,D031,3
O020743,D083,8
O020744,D188,2
O020745,D103,6
O020746,D070,7
O020747,D078,4
O020748,D120,7
O020749,D109,4
O020750,D040,2
O020751,D184,7
O020752,D069,3
O020753,D160,2
O020754,D017,1
O020755,D199,6
O020756,D034,4
O020757,D047,9
O020758,D120,2
O020759,D084,7
O020760,D189,2
O020761,D116,10
O020762,D082,6
O020763,D042,4
O020764,D057,6
O020765,D091,8
O020766,D168,7
O020767,D185,5
O020768,D076,4
O020769,D070,10
O020770,D032,10
O020771,D177,9
O020772,D037,9
O020773,D172,4
O020774,D061,9
O020775,D170,2
O020776,D035,2
O020777,D184,6
O020778,D147,5
O020779,D019,4
O020780,D138,4
O020781,D105,2
O020782,D003,3
O020783,D136,7
O020784,D111,1
O020785,D001,4
O020786,D012,3
O020787,D029,9
O020788,D138,10
O020789,D161,3
O020790,D116,3
O020791,D168,8
O020792,D091,7
O020793,D070,3
O020794,D188,10
O020795,D146,4
O020796,D186,10
O020797,D159,6
O020798,D002,2
O020799,D108,3
O020800,D019,5
O020801,D034,6
O020802,D149,1
O020803,D159,9
O020804,D108,5
O020805,D185,7
O020806,D080,9
O020807,D158,10
O020808,D192,5
O020809,D160,1
O020810,D111,4
O020811,D065,2
O020812,D106,7
O020813,D153,6
O020814,D024,9
O020815,D169,1
O020816,D058,4
O020817,D029,9
O020818,D187,7
O020819,D074,9
O020820,D163,2
O020821,D111,8
O020822,D155,7
O020823,D087,4
O020824,D108,1
O020825,D195,9
O020826,D154,6
O020827,D101,7
O020828,D154,7
O020829,D129,3
O020830,D190,9
O020831,D047,9
O020832,D018,4
O020833,D033,9
O020834,D128,1
O020835,D007,10
O020836,D144,7
O020837,D136,2
O020838,D169,4
O020839,D101,9
O020840,D135,8
O020841,D077,10
O020842,D065,7
O020843,D064,6
O020844,D147,2
O020845,D007,1
O020846,D030,9
O020847,D130,9
O020848,D012,3
O020849,D042,7
O020850,D038,5
O020851,D086,1
O020852,D075,3
O020853,D044,8
O020854,D190,1
O020855,D037,3
O020856,D068,6
O020857,D072,1
O020858,D115,7
O020859,D091,7
O020860,D173,8
O020861,D037,9
O020862,D152,5
O020863,D167,1
O020864,D181,10
O020865,D112,7
O020866,D184,8
O020867,D108,9
O020868,D054,8
O020869,D148,7
O020870,D156,4
O020871,D045,2
O020872,D125,5
O020873,D016,8
O020874,D072,2
O020875,D033,2
O020876,D024,7
O020877,D172,3
O020878,D097,4
O020879,D062,8
O020880,D004,8
O020881,D066,3
O020882,D168,8
O020883,D056,7
O020884,D136,3
O020885,D109,6
O020886,D118,3
O020887,D142,3
O020888,D046,2
O020889,D011,2
O020890,D106,10
O020891,D112,1
O020892,D047,2
O020893,D035,9
O020894,D030,8
O020895,D059,9
O020896,D175,5
O020897,D003,10
O020898,D134,5
O020899,D114,2
O020900,D100,8
O020901,D027,3
O020902,D057,1
O020903,D008,1
O020904,D076,3
O020905,D196,9
O020906,D163,7
O020907,D076,7
O020908,D003,3
O020909,D140,10
O020910,D125,4
O020911,D186,3
O020912,D080,1
O020913,D196,7
O020914,D002,9
O020915,D066,9
O020916,D174,7
O020917,D182,3
O020918,D027,5
O020919,D105,2
O020920,D021,1
O020921,D024,2
O020922,D019,4
O020923,D127,7
O020924,D169,2
O020925,D058,5
O020926,D174,1
O020927,D186,1
O020928,D092,7
O020929,D015,5
O020930,D115,4
O020931,D116,5
O020932,D018,1
O020933,D135,7
O020934,D193,7
O020935,D114,9
O020936,D094,8
O020937,D130,1
O020938,D109,2
O020939,D143,2
O020940,D104,3
O020941,D105,8
O020942,D159,3
O020943,D126,7
O020944,D103,10
O020945,D076,4
O020946,D066,8
O020947,D191,2
O020948,D146,3
O020949,D012,8
O020950,D152,1
O020951,D017,6
O020952,D007,10
O020953,D071,1
O020954,D130,8
O020955,D173,3
O020956,D021,4
O020957,D173,1
O020958,D047,6
O020959,D002,10
O020960,D152,1
O020961,D065,2
O020962,D193,8
O020963,D059,8
O020964,D021,9
O020965,D093,2
O020966,D082,5
O020967,D018,1
O020968,D188,7
O020969,D160,5
O020970,D040,10
O020971,D081,7
O020972,D007,8
O020973,D190,5
O020974,D004,2
O020975,D031,4
O020976,D002,9
O020977,D056,7
O020978,D100,5
O020979,D113,4
O020980,D054,3
O020981,D114,2
O020982,D013,3
O020983,D111,4
O020984,D197,3
O020985,D078,3
O020986,D141,3
O020987,D194,10
O020988,D114,5
O020989,D148,2
O020990,D040,3
O020991,D194,5
O020992,D008,9
O020993,D071,1
O020994,D183,10
O020995,D098,2
O020996,D115,5
O020997,D104,7
O020998,D022,10
O020999,D008,6
O021000,D117,3
O021001,D182,8
O021002,D027,6
O021003,D054,5
O021004,D138,5
O021005,D140,9
O021006,D143,9
O021007,D109,6
O021008,D067,5
O021009,D023,1
O021010,D142,2
O021011,D179,10
O021012,D186,7
O021013,D149,8
O021014,D057,10
O021015,D024,5
O021016,D148,10
O021017,D056,6
O021018,D080,8
O021019,D160,6
O021020,D028,9
O021021,D084,5
O021022,D103,7
O021023,D146,9
O021024,D129,10
O021025,D110,8
O021026,D078,7
O021027,D138,7
O021028,D143,5
O021029,D011,4
O021030,D041,4
O021031,D055,1
O021032,D188,10
O021033,D151,8
O021034,D185,2
O021035,D076,9
O021036,D090,7
O021037,D112,4
O021038,D170,7
O021039,D088,9
O021040,D095,3
O021041,D077,7
O021042,D082,8
O021043,D165,2
O021044,D109,6
O021045,D145,7
O021046,D068,8
O021047,D036,4
O021048,D177,1
O021049,D015,5
O021050,D099,8
O021051,D140,6
O021052,D179,1
O021053,D194,1
O021054,D046,2
O021055,D065,5
O021056,D051,10
O021057,D014,10
O021058,D113,3
O021059,D182,7
O021060,D075,2
O021061,D179,10
O021062,D117,9
O021063,D178,9
O021064,D072,10
O021065,D174,1
O021066,D112,8
O021067,D032,8
O021068,D144,4
O021069,D173,10
O021070,D105,10
O021071,D166,6
O021072,D109,9
O021073,D177,8
O021074,D107,10
O021075,D188,2
O021076,D059,1
O021077,D172,3
O021078,D050,7
O021079,D062,6
O021080,D080,6
O021081,D131,2
O021082,D112,6
O021083,D090,1
O021084,D146,7
O021085,D175,7
O021086,D102,5
O021087,D140,2
O021088,D157,7
O021089,D187,5
O021090,D016,8
O021091,D143,4
O021092,D169,10
O021093,D089,8
O021094,D046,2
O021095,D072,9
O021096,D145,5
O021097,D102,6
O021098,D184,1
O021099,D055,10
O021100,D193,5
O021101,D105,9
O021102,D097,9
O021103,D152,1
O021104,D067,3
O021105,D044,2
O021106,D031,8
O021107,D190,10
O021108,D108,3
O021109,D040,4
O021110,D056,7
O021111,D067,2
O021112,D175,6
O021113,D117,10
O021114,D163,5
O021115,D003,7
O021116,D072,9
O021117,D038,2
O021118,D144,1
O021119,D143,9
O021120,D166,5
O021121,D088,6
O021122,D046,9
O021123,D055,10
O021124,D101,1
O021125,D040,9
O021126,D053,5
O021127,D115,2
O021128,D008,3
O021129,D058,10
O021130,D015,2
O021131,D141,4
O021132,D053,9
O021133,D196,2
O021134,D087,10
O021135,D198,2
O021136,D152,7
O021137,D115,9
O021138,D073,10
O021139,D154,3
O021140,D130,8
O021141,D147,5
O021142,D044,10
O021143,D134,5
O021144,D194,1
O021145,D109,7
O021146,D144,2
O021147,D152,7
O021148,D063,10
O021149,D095,10
O021150,D057,6
O021151,D144,6
O021152,D027,4
O021153,D182,9
O021154,D182,1
O021155,D044,3
O021156,D149,1
O021157,D107,5
O021158,D154,5
O021159,D047,2
O021160,D061,7
O021161,D197,4
O021162,D191,8
O021163,D071,6
O021164,D057,1
O021165,D019,2
O021166,D024,6
O021167,D101,10
O021168,D182,10
O021169,D086,3
O021170,D027,9
O021171,D053,3
O021172,D129,7
O021173,D011,9
O021174,D045,2
O021175,D085,7
O021176,D183,3
O021177,D083,7
O021178,D076,8
O021179,D009,8
O021180,D131,1
O021181,D111,3
O021182,D130,6
O021183,D015,5
O021184,D091,8
O021185,D025,3
O021186,D137,8
O021187,D166,2
O021188,D045,5
O021189,D022,3
O021190,D127,1
O021191,D174,8
O021192,D147,4
O021193,D024,6
O021194,D058,10
O021195,D025,10
O021196,D184,4
O021197,D118,5
O021198,D169,8
O021199,D018,10
O021200,D175,7
O021201,D106,5
O021202,D032,4
O021203,D032,6
O021204,D004,9
O021205,D188,2
O021206,D102,10
O021207,D083,3
O021208,D025,1
O021209,D002,2
O021210,D033,6
O021211,D117,4
O021212,D146,8
O021213,D109,1
O021214,D047,6
O021215,D098,5
O021216,D112,2
O021217,D179,5
O021218,D092,7
O021219,D179,9
O021220,D195,4
O021221,D065,5
O021222,D189,6
O021223,D024,6
O021224,D068,6
O021225,D172,6
O021226,D140,8
O021227,D097,9
O021228,D056,1
O021229,D190,2
O021230,D125,7
O021231,D022,1
O021232,D155,7
O021233,D128,8
O021234,D129,6
O021235,D199,9
O021236,D135,9
O021237,D078,7
O021238,D178,2
O021239,D134,4
O021240,D022,4
O021241,D040,1
O021242,D044,10
O021243,D108,4
O021244,D126,2
O021245,D016,2
O021246,D192,10
O021247,D085,5
O021248,D010,8
O021249,D098,8
O021250,D098,2
O021251,D046,1
O021252,D187,6
O021253,D144,9
O021254,D186,5
O021255,D025,8
O021256,D131,6
O021257,D185,3
O021258,D027,7
O021259,D100,8
O021260,D172,5
O021261,D063,9
O021262,D144,1
O021263,D109,6
O021264,D111,6
O021265,D163,5
O021266,D157,9
O021267,D182,9
O021268,D158,6
O021269,D161,7
O021270,D057,2
O021271,D113,4
O021272,D044,1
O021273,D172,8
O021274,D058,3
O021275,D139,10
O021276,D198,3
O021277,D197,2
O021278,D083,10
O021279,D169,7
O021280,D094,2
O021281,D114,5
O021282,D035,5
O021283,D033,4
O021284,D070,9
O021285,D186,1
O021286,D172,8
O021287,D168,1
O021288,D140,10
O021289,D148,7
O021290,D198,4
O021291,D088,8
O021292,D134,3
O021293,D129,5
O021294,D029,8
O021295,D157,4
O021296,D111,6
O021297,D055,6
O021298,D098,1
O021299,D171,7
O021300,D132,4
O021301,D068,10
O021302,D070,5
O021303,D087,7
O021304,D005,5
O021305,D051,8
O021306,D187,6
O021307,D042,8
O021308,D042,10
O021309,D063,6
O021310,D017,5
O021311,D062,8
O021312,D125,6
O021313,D001,3
O021314,D088,6
O021315,D007,6
O021316,D071,7
O021317,D087,8
O021318,D148,1
O021319,D139,2
O021320,D129,9
O021321,D071,7
O021322,D058,8
O021323,D118,7
O021324,D074,6
O021325,D151,5
O021326,D199,9
O021327,D177,9
O021328,D142,6
O021329,D032,5
O021330,D130,10
O021331,D182,2
O021332,D153,10
O021333,D144,1
O021334,D149,4
O021335,D183,4
O021336,D040,2
O021337,D188,6
O021338,D160,3
O021339,D187,4
O021340,D199,5
O021341,D032,3
O021342,D061,3
O021343,D147,4
O021344,D059,10
O021345,D192,5
O021346,D198,5
O021347,D058,6
O021348,D094,2
O021349,D098,4
O021350,D091,3
O021351,D180,8
O021352,D142,7
O021353,D134,5
O021354,D025,7
O021355,D056,3
O021356,D196,9
O021357,D180,10
O021358,D028,10
O021359,D143,6
O021360,D069,3
O021361,D055,3
O021362,D166,4
O021363,D035,1
O021364,D019,4
O021365,D199,1
O021366,D018,8
O021367,D148,5
O021368,D114,10
O021369,D010,10
O021370,D068,8
O021371,D164,4
O021372,D163,1
O021373,D017,4
O021374,D073,10
O021375,D186,3
O021376,D152,6
O021377,D012,6
O021378,D113,1
O021379,D179,1
O021380,D099,9
O021381,D039,8
O021382,D087,3
O021383,D038,6
O021384,D113,7
O021385,D198,4
O021386,D190,9
O021387,D018,6
O021388,D050,1
O021389,D125,10
O021390,D018,1
O021391,D041,1
O021392,D110,4
O021393,D113,7
O021394,D015,9
O021395,D078,4
O021396,D029,7
O021397,D071,8
O021398,D134,3
O021399,D066,8
O021400,D178,7
O021401,D007,1
O021402,D190,2
O021403,D025,10
O021404,D015,8
O021405,D015,2
O021406,D180,2
O021407,D072,5
O021408,D145,6
O021409,D024,1
O021410,D120,9
O021411,D155,5
O021412,D162,4
O021413,D070,8
O021414,D105,4
O021415,D151,6
O021416,D140,2
O021417,D131,9
O021418,D127,9
O021419,D040,3
O021420,D179,7
O021421,D171,4
O021422,D154,8
O021423,D140,10
O021424,D174,5
O021425,D165,5
O021426,D147,6
O021427,D021,5
O021428,D029,6
O021429,D061,4
O021430,D078,1
O021431,D187,1
O021432,D194,3
O021433,D163,10
O021434,D097,3
O021435,D149,10
O021436,D033,9
O021437,D177,10
O021438,D103,4
O021439,D127,5
O021440,D109,6
O021441,D067,8
O021442,D115,9
O021443,D097,9
O021444,D160,6
O021445,D155,2
O021446,D171,4
O021447,D010,5
O021448,D059,7
O021449,D082,10
O021450,D160,4
O021451,D106,1
O021452,D171,6
O021453,D064,4
O021454,D015,10
O021455,D160,4
O021456,D170,6
O021457,D014,7
O021458,D128,10
O021459,D189,2
O021460,D085,3
O021461,D169,3
O021462,D015,4
O021463,D109,8
O021464,D038,10
O021465,D023,10
O021466,D157,2
O021467,D114,3
O021468,D147,8
O021469,D148,5
O021470,D001,2
O021471,D098,6
O021472,D185,8
O021473,D017,6
O021474,D138,3
O021475,D094,7
O021476,D022,3
O021477,D130,10
O021478,D116,9
O021479,D011,10
O021480,D077,6
O021481,D112,8
O021482,D067,9
O021483,D066,6
O021484,D165,1
O021485,D032,9
O021486,D166,10
O021487,D091,6
O021488,D091,9
O021489,D101,4
O021490,D158,5
O021491,D158,7
O021492,D045,9
O021493,D167,8
O021494,D068,10
O021495,D024,8
O021496,D093,7
O021497,D040,6
O021498,D196,1
O021499,D088,3
O021500,D133,7
O021501,D035,10
O021502,D037,9
O021503,D009,6
O021504,D139,8
O021505,D002,6
O021506,D187,2
O021507,D182,2
O021508,D081,10
O021509,D143,9
O021510,D170,9
O021511,D025,6
O021512,D038,6
O021513,D068,6
O021514,D148,9
O021515,D103,8
O021516,D032,9
O021517,D131,6
O021518,D085,7
O021519,D016,3
O021520,D017,10
O021521,D118,1
O021522,D130,7
O021523,D074,8
O021524,D037,5
O021525,D063,2
O021526,D109,10
O021527,D025,3
O021528,D004,1
O021529,D185,4
O021530,D162,10
O021531,D133,9
O021532,D157,1
O021533,D104,5
O021534,D090,1
O021535,D011,2
O021536,D135,7
O021537,D135,1
O021538,D087,6
O021539,D183,10
O021540,D093,4
O021541,D112,7
O021542,D169,10
O021543,D193,7
O021544,D103,10
O021545,D053,7
O021546,D057,4
O021547,D167,8
O021548,D015,2
O021549,D009,6
O021550,D105,2
O021551,D097,1
O021552,D102,2
O021553,D178,7
O021554,D108,9
O021555,D071,10
O021556,D090,9
O021557,D098,6
O021558,D137,9
O021559,D013,4
O021560,D017,3
O021561,D027,7
O021562,D180,2
O021563,D011,3
O021564,D046,4
O021565,D132,6
O021566,D030,4
O021567,D012,1
O021568,D038,10
O021569,D109,8
O021570,D180,2
O021571,D193,6
O021572,D093,8
O021573,D010,10
O021574,D135,9
O021575,D184,3
O021576,D142,6
O021577,D134,7
O021578,D152,8
O021579,D023,9
O021580,D030,2
O021581,D093,2
O021582,D078,4
O021583,D168,1
O021584,D054,10
O021585,D055,4
O021586,D139,3
O021587,D002,10
O021588,D158,6
O021589,D083,3
O021590,D136,3
O021591,D039,8
O021592,D111,1
O021593,D051,5
O021594,D088,7
O021595,D035,6
O021596,D180,6
O021597,D028,4
O021598,D037,3
O021599,D064,4
O021600,D073,8
O021601,D188,8
O021602,D113,3
O021603,D157,3
O021604,D177,10
O021605,D140,4
O021606,D110,9
O021607,D057,3
O021608,D013,8
O021609,D062,8
O021610,D140,9
O021611,D070,8
O021612,D017,8
O021613,D098,9
O021614,D003,3
O021615,D165,4
O021616,D116,4
O021617,D080,7
O021618,D113,7
O021619,D063,5
O021620,D149,4
O021621,D145,2
O021622,D188,8
O021623,D066,9
O021624,D017,7
O021625,D175,9
O021626,D169,5
O021627,D131,7
O021628,D071,10
O021629,D179,10
O021630,D188,8
O021631,D025,8
O021632,D002,6
O021633,D144,3
O021634,D055,1
O021635,D148,6
O021636,D038,7
O021637,D027,8
O021638,D004,3
O021639,D106,2
O021640,D102,5
O021641,D149,8
O021642,D169,8
O021643,D047,1
O021644,D067,9
O021645,D021,10
O021646,D090,9
O021647,D147,4
O021648,D090,9
O021649,D032,1
O021650,D078,5
O021651,D197,1
O021652,D078,5
O021653,D040,7
O021654,D158,4
O021655,D019,10
O021656,D137,5
O021657,D167,6
O021658,D172,1
O021659,D177,3
O021660,D100,5
O021661,D165,7
O021662,D132,3
O021663,D199,1
O021664,D002,1
O021665,D040,7
O021666,D057,9
O021667,D045,3
O021668,D143,2
O021669,D169,1
O021670,D138,9
O021671,D045,3
O021672,D094,4
O021673,D173,6
O021674,D033,4
O021675,D018,8
O021676,D030,8
O021677,D171,5
O021678,D053,6
O021679,D187,2
O021680,D013,1
O021681,D058,8
O021682,D080,4
O021683,D186,5
O021684,D186,3
O021685,D182,2
O021686,D140,2
O021687,D053,7
O021688,D091,5
O021689,D152,5
O021690,D004,9
O021691,D141,1
O021692,D067,5
O021693,D041,2
O021694,D142,7
O021695,D059,5
O021696,D101,2
O021697,D138,4
O021698,D145,3
O021699,D128,10
O021700,D141,9
O021701,D171,9
O021702,D164,3
O021703,D187,3
O021704,D164,9
O021705,D116,4
O021706,D160,2
O021707,D035,4
O021708,D034,8
O021709,D033,3
O021710,D075,5
O021711,D038,5
O021712,D188,5
O021713,D194,4
O021714,D084,9
O021715,D111,7
O021716,D120,5
O021717,D191,2
O021718,D147,3
O021719,D145,6
O021720,D075,4
O021721,D113,6
O021722,D018,3
O021723,D003,4
O021724,D118,4
O021725,D019,8
O021726,D156,10
O021727,D082,8
O021728,D050,8
O021729,D031,6
O021730,D111,10
O021731,D084,1
O021732,D116,10
O021733,D032,8
O021734,D133,5
O021735,D040,6
O021736,D037,3
O021737,D180,4
O021738,D141,10
O021739,D198,9
O021740,D158,3
O021741,D179,4
O021742,D161,5
O021743,D028,4
O021744,D130,8
O021745,D177,3
O021746,D044,7
O021747,D160,9
O021748,D025,9
O021749,D089,6
O021750,D162,3
O021751,D042,8
O021752,D062,5
O021753,D038,4
O021754,D146,4
O021755,D130,7
O021756,D110,1
O021757,D071,8
O021758,D082,7
O021759,D034,10
O021760,D097,3
O021761,D186,4
O021762,D044,5
O021763,D017,5
O021764,D185,5
O021765,D034,3
O021766,D045,4
O021767,D001,5
O021768,D050,8
O021769,D168,6
O021770,D136,7
O021771,D109,8
O021772,D139,1
O021773,D153,5
O021774,D172,7
O021775,D004,2
O021776,D185,6
O021777,D097,10
O021778,D112,9
O021779,D100,1
O021780,D011,10
O021781,D186,8
O021782,D169,2
O021783,D190,9
O021784,D089,6
O021785,D032,6
O021786,D001,2
O021787,D011,7
O021788,D191,4
O021789,D053,4
O021790,D021,7
O021791,D133,2
O021792,D151,3
O021793,D174,1
O021794,D068,7
O021795,D175,1
O021796,D165,4
O021797,D105,6
O021798,D181,5
O021799,D015,9
O021800,D092,4
O021801,D169,2
O021802,D117,6
O021803,D040,8
O021804,D120,1
O021805,D142,3
O021806,D139,5
O021807,D020,7
O021808,D053,2
O021809,D127,1
O021810,D141,4
O021811,D169,1
O021812,D068,9
O021813,D098,1
O021814,D024,3
O021815,D016,1
O021816,D177,10
O021817,D125,2
O021818,D097,3
O021819,D099,7
O021820,D039,9
O021821,D016,8
O021822,D196,3
O021823,D173,10
O021824,D120,9
O021825,D064,2
O021826,D027,10
O021827,D100,6
O021828,D120,5
O021829,D128,1
O021830,D081,4
O021831,D018,7
O021832,D184,10
O021833,D085,4
O021834,D113,7
O021835,D044,6
O021836,D021,8
O021837,D072,4
O021838,D054,10
O021839,D040,2
O021840,D199,10
O021841,D179,7
O021842,D085,7
O021843,D101,9
O021844,D092,2
O021845,D141,9
O021846,D038,1
O021847,D084,5
O021848,D097,2
O021849,D030,8
O021850,D149,7
O021851,D110,10
O021852,D146,5
O021853,D165,9
O021854,D017,9
O021855,D163,1
O021856,D011,2
O021857,D164,10
O021858,D095,2
O021859,D027,6
O021860,D010,3
O021861,D020,1
O021862,D032,8
O021863,D031,4
O021864,D100,5
O021865,D140,6
O021866,D175,3
O021867,D094,9
O021868,D111,6
O021869,D089,3
O021870,D179,9
O021871,D020,4
O021872,D110,9
O021873,D070,1
O021874,D125,4
O021875,D152,3
O021876,D193,1
O021877,D018,1
O021878,D129,2
O021879,D065,5
O021880,D016,1
O021881,D149,5
O021882,D115,4
O021883,D180,2
O021884,D080,8
O021885,D135,10
O021886,D156,10
O021887,D088,6
O021888,D032,4
O021889,D072,2
O021890,D191,9
O021891,D029,9
O021892,D069,6
O021893,D181,3
O021894,D140,1
O021895,D126,6
O021896,D192,2
O021897,D196,3
O021898,D115,10
O021899,D010,5
O021900,D074,5
O021901,D024,7
O021902,D062,6
O021903,D097,5
O021904,D094,6
O021905,D075,3
O021906,D090,2
O021907,D183,8
O021908,D147,8
O021909,D073,6
O021910,D189,10
O021911,D131,9
O021912,D097,6
O021913,D136,6
O021914,D064,10
O021915,D148,5
O021916,D044,10
O021917,D142,7
O021918,D152,9
O021919,D103,8
O021920,D178,4
O021921,D106,10
O021922,D071,2
O021923,D064,1
O021924,D170,10
O021925,D071,6
O021926,D050,4
O021927,D183,5
O021928,D100,9
O021929,D136,7
O021930,D042,1
O021931,D078,6
O021932,D007,7
O021933,D199,6
O021934,D074,9
O021935,D169,2
O021936,D113,5
O021937,D028,4
O021938,D039,10
O021939,D036,4
O021940,D078,8
O021941,D181,7
O021942,D140,8
O021943,D132,10
O021944,D083,7
O021945,D001,7
O021946,D051,9
O021947,D046,1
O021948,D059,10
O021949,D148,9
O021950,D185,6
O021951,D090,1
O021952,D157,2
O021953,D032,10
O021954,D072,2
O021955,D145,2
O021956,D139,2
O021957,D179,1
O021958,D181,2
O021959,D127,1
O021960,D032,2
O021961,D078,10
O021962,D020,3
O021963,D058,1
O021964,D177,7
O021965,D069,3
O021966,D001,10
O021967,D152,7
O021968,D074,5
O021969,D084,9
O021970,D113,10
O021971,D094,10
O021972,D110,9
O021973,D112,8
O021974,D146,1
O021975,D144,2
O021976,D168,7
O021977,D099,9
O021978,D113,8
O021979,D109,4
O021980,D139,9
O021981,D042,9
O021982,D151,9
O021983,D097,1
O021984,D088,7
O021985,D014,3
O021986,D014,6
O021987,D088,6
O021988,D107,7
O021989,D142,10
O021990,D053,3
O021991,D035,5
O021992,D004,1
O021993,D137,3
O021994,D020,10
O021995,D055,7
O021996,D108,9
O021997,D012,5
O021998,D003,9
O021999,D038,5
O022000,D116,6
